st_case,state,year,month,day,day_week,hour,minute,county,city,fatals_crash,vehicles_total,vehicles_in_transport,persons_total,route,rural_urban,functional_system,road_owner,nhs,special_jurisdiction,milepoint,latitude,longitude,first_harmful_event,manner_collision,rel_jct_interchange,rel_jct_location,intersection_type,relation_to_road,work_zone,light_condition,weather,school_bus_related,ems_notified_hour,ems_notified_min,ems_arrival_hour,ems_arrival_min,hospital_hour,hospital_min
420435,42,2020,9,7,2,6,5,49,0,1,1,1,1,5,1,7,3,0,0,0,42.13369722,-79.99010556,59,0,0,1,1,4,0,3,98,0,6,12,6,17,,
420436,42,2020,6,30,3,22,10,49,2640,1,2,2,2,3,2,3,4,1,0,0,42.14075278,-80.05567778,12,6,0,8,1,1,0,3,98,0,22,1,22,4,22,19
420437,42,2020,7,25,7,20,36,11,0,1,1,1,2,5,1,7,3,0,0,0,40.35123056,-75.70902222,43,0,0,1,1,4,0,5,98,0,,,,,,
420438,42,2020,7,18,7,21,3,129,3900,1,2,2,2,2,2,3,99,1,0,55,40.32193056,-79.69568611,12,6,0,8,1,1,0,5,1,0,21,6,21,11,21,45
420439,42,2020,7,19,1,15,40,43,0,1,1,1,1,3,1,4,1,0,0,149,40.55453333,-76.96616944,35,0,0,1,1,4,0,1,98,0,15,35,15,39,16,6
420440,42,2020,3,31,3,6,15,129,0,1,1,1,1,3,2,5,1,0,0,1,40.11351667,-79.55273056,8,0,0,16,1,1,0,2,98,0,,,,,,
420441,42,2020,10,10,7,20,47,103,0,1,1,1,2,3,1,5,1,0,0,85,41.30132222,-74.97016944,42,0,0,1,1,4,0,2,98,0,20,45,20,18,21,26
420442,42,2020,7,17,6,15,29,69,8380,1,1,1,1,3,2,5,1,0,0,13,41.39046944,-75.69749167,33,0,0,3,3,4,0,1,98,0,15,30,15,32,16,8
420443,42,2020,8,10,2,19,48,1,0,1,1,1,2,3,1,7,1,0,0,101,40.03039167,-77.09540278,42,0,0,1,1,4,0,5,1,0,,,,,,
420444,42,2020,5,13,4,11,47,17,0,1,2,2,2,3,2,3,1,1,0,65,40.16327222,-74.90544167,12,6,0,8,1,1,0,1,98,0,11,48,11,56,12,35
420445,42,2020,3,18,4,13,0,25,0,1,1,1,2,5,1,7,3,0,0,0,40.97235278,-75.67213056,42,0,0,1,1,4,0,1,98,0,,,,,,
420446,42,2020,4,22,4,18,43,17,0,1,2,2,5,3,2,3,1,1,0,33,40.12901944,-74.88259167,12,2,0,1,1,1,0,1,98,0,18,45,18,50,19,13
420447,42,2020,7,11,7,5,59,17,0,1,1,1,1,3,2,2,1,1,0,53,40.28764167,-75.12798333,42,0,0,1,1,4,0,2,10,0,6,16,6,21,,
420448,42,2020,7,6,2,16,52,17,0,1,2,2,2,5,1,7,3,0,0,0,40.40413889,-75.33385833,1,0,0,1,1,1,0,1,1,0,16,53,16,59,,
420449,42,2020,2,20,5,20,55,17,0,1,2,2,4,3,2,3,1,1,0,107,40.18916111,-75.10147222,8,0,0,1,1,1,0,2,98,0,20,56,21,0,,
420450,42,2020,7,8,4,17,47,3,6590,1,2,2,2,3,2,3,1,1,0,121,40.40139167,-79.78013889,12,2,0,3,3,1,0,1,98,0,17,49,17,53,18,20
420451,42,2020,9,13,1,16,39,129,0,1,2,2,3,3,2,4,1,0,0,22,40.15590833,-79.82833333,12,2,0,1,1,1,0,1,98,0,16,39,16,43,,
420452,42,2020,8,28,6,13,27,17,0,1,2,2,4,1,2,1,1,1,0,42,40.18086111,-74.89428333,57,0,0,1,1,3,0,1,1,0,13,26,13,37,14,14
420453,42,2020,9,18,6,11,27,1,0,2,2,2,2,3,1,4,1,0,0,193,39.95034167,-77.12473056,12,2,0,1,1,1,0,1,98,0,,,,,,
420454,42,2020,9,13,1,17,26,29,0,1,2,2,2,3,2,2,1,1,0,81,40.00229444,-75.821325,12,6,1,2,3,1,0,1,98,0,17,26,17,31,,
420455,42,2020,9,19,7,2,14,69,0,1,1,1,1,1,1,1,1,1,0,74,41.40050278,-75.53280556,1,0,0,1,1,1,0,2,98,0,2,12,2,27,2,49
420456,42,2020,9,10,5,1,6,129,5942,1,1,1,1,3,2,5,1,0,0,82,40.21883056,-79.61415556,8,0,0,2,6,1,0,3,98,0,,,,,,
420457,42,2020,9,20,1,15,27,69,2120,1,1,1,1,3,2,1,1,1,0,1868,41.41973056,-75.609425,24,0,1,5,1,4,0,1,98,0,15,24,15,34,,
420458,42,2020,1,26,1,2,36,107,0,1,1,1,1,3,1,4,1,0,0,3,40.53085278,-76.22144167,32,0,0,1,1,4,0,2,98,0,,,,,,
420459,42,2020,2,22,7,21,43,107,7280,1,1,1,1,3,2,3,1,1,0,177,40.71316667,-76.18895556,8,0,0,1,1,1,0,2,98,0,,,,,,
420460,42,2020,8,21,6,21,55,43,0,2,2,2,6,3,1,4,1,0,0,17,40.21323056,-76.61555833,12,6,0,2,2,1,0,2,98,0,,,,,,
420461,42,2020,8,20,5,15,18,49,0,2,1,1,2,2,1,4,99,0,0,81,41.986975,-80.02148333,32,0,0,1,1,4,0,1,98,0,15,19,15,28,16,20
420462,42,2020,4,25,7,15,45,107,0,1,1,1,1,3,1,5,1,0,0,32,40.63495,-76.58399722,30,0,0,1,1,4,0,1,1,0,,,,,,
420463,42,2020,1,13,2,15,19,17,0,1,2,2,3,3,2,3,1,1,0,46,40.24470556,-75.192925,12,6,0,2,4,1,0,1,98,0,,,,,,
420464,42,2020,5,1,6,11,21,107,0,1,1,1,1,3,1,6,1,0,0,9,40.75999722,-76.06570278,42,0,0,1,1,4,0,1,10,0,,,,,,
420465,42,2020,6,4,5,17,10,107,0,1,1,1,1,3,1,5,1,0,0,8,40.84070556,-76.28463056,34,0,0,1,1,5,0,1,98,0,,,,,,
420466,42,2020,1,8,4,8,45,17,0,1,2,2,2,3,2,3,1,1,0,96,40.22593056,-74.95101667,33,0,0,1,1,4,0,1,1,0,8,45,8,51,9,18
420467,42,2020,6,8,2,15,12,107,7280,1,1,1,1,3,2,4,1,0,0,2,40.71615833,-76.18794167,8,0,0,3,3,1,0,1,98,0,,,,,,
420468,42,2020,6,20,7,19,55,107,0,1,2,2,4,3,2,4,1,0,0,65,40.71679167,-76.34621667,12,2,1,18,1,1,0,1,98,0,,,,,,
420469,42,2020,4,1,4,1,41,17,0,3,2,2,4,1,2,1,1,1,0,335,40.06073333,-74.97708056,12,2,0,1,1,1,0,2,1,0,,,,,,
420470,42,2020,5,5,3,10,49,73,0,1,2,2,2,3,2,3,1,1,0,169,41.06151667,-80.35911667,12,2,0,3,3,1,0,1,98,0,,,,,,
420471,42,2020,5,7,5,10,52,107,0,1,3,3,4,3,1,3,1,1,0,66,40.63984444,-76.08429444,12,1,0,1,1,1,0,1,1,0,,,,,,
420472,42,2020,6,6,7,20,20,133,0,1,3,3,6,3,1,5,1,0,0,32,39.78249167,-76.90355556,12,6,0,2,2,1,0,1,98,0,,,,,,
420473,42,2020,6,26,6,12,19,97,0,1,3,3,6,3,1,4,1,0,0,41,40.97438056,-76.80733056,12,2,0,3,4,1,0,1,98,0,12,12,12,30,,
420474,42,2020,7,14,3,21,55,79,9340,1,2,2,2,6,2,3,4,1,0,0,41.23712778,-75.88711944,9,0,0,3,2,1,0,2,98,0,,,,,,
420475,42,2020,7,14,3,14,45,79,0,1,1,1,3,1,2,1,1,1,0,1754,41.31050278,-75.76214167,59,0,0,1,1,3,0,1,98,0,14,41,14,48,15,8
420476,42,2020,7,4,7,4,8,101,6540,2,2,2,4,3,2,3,1,1,0,19,39.96111944,-75.14660833,12,6,0,2,2,1,0,3,98,0,,,,,,
420477,42,2020,4,21,3,5,22,17,9550,1,1,1,1,3,2,3,1,1,0,55,40.24383056,-74.83344167,33,0,0,1,1,4,0,3,98,0,,,,,,
420478,42,2020,7,17,6,23,10,101,6540,1,2,2,2,3,2,3,1,1,0,23,40.04326111,-75.05226111,12,6,0,2,2,1,0,3,98,0,,,,,,
420479,42,2020,7,14,3,12,49,17,0,1,1,1,1,3,2,5,1,0,0,21,40.46829167,-75.31767222,19,0,0,1,1,5,0,1,98,0,12,46,12,56,,
420480,42,2020,7,19,1,6,30,101,6540,1,1,1,2,2,2,3,99,1,0,107,40.03277778,-75.07962222,42,0,0,1,1,3,0,4,98,0,,,,,,
420481,42,2020,7,18,7,0,26,107,0,1,2,2,2,3,1,3,1,1,0,38,40.61620833,-76.04489167,12,2,0,1,1,1,0,2,98,0,,,,,,
420482,42,2020,7,21,3,4,46,101,6540,1,2,2,3,1,2,1,1,1,0,222,39.96285833,-75.13949722,12,1,1,19,1,8,0,3,98,0,,,,,,
420483,42,2020,8,4,3,23,10,33,0,1,1,1,1,3,2,7,1,0,0,2,40.92119167,-78.20630556,18,0,0,1,1,5,0,2,98,0,,,,,,
420484,42,2020,7,21,3,22,22,11,0,1,1,1,2,3,1,5,1,0,0,71,40.49098056,-76.31593056,35,0,0,1,1,4,0,2,98,0,,,,,,
420485,42,2020,7,28,3,17,0,101,6540,1,2,2,4,3,2,4,1,0,0,17,40.01246944,-75.05844444,12,6,0,2,3,1,0,1,98,0,,,,,,
420486,42,2020,7,25,7,12,45,79,0,1,1,1,1,3,1,6,1,0,0,9,41.21230556,-75.66709167,17,0,0,1,1,4,0,1,98,0,,,,,,
420487,42,2020,11,30,2,7,20,41,0,1,1,1,1,1,1,1,1,1,0,260,40.02823056,-77.50844444,42,0,0,1,1,4,0,2,2,0,,,,,,
420488,42,2020,11,29,1,19,17,19,0,1,2,2,2,5,1,7,3,0,0,0,40.78003889,-79.93796944,12,1,0,2,3,1,0,3,98,0,,,,,,
420489,42,2020,8,24,2,19,0,65,0,1,1,1,1,3,1,5,1,0,0,155,41.30653889,-79.08776389,30,0,0,1,1,4,0,1,98,0,,,,,,
420490,42,2020,8,30,1,22,31,101,6540,1,1,1,2,3,2,3,1,1,0,39,39.99234722,-75.15484722,5,0,0,2,3,1,0,3,98,0,,,,,,
420491,42,2020,8,6,5,7,54,109,0,1,2,2,2,3,1,5,1,0,0,82,40.87328333,-76.96390556,12,2,0,1,1,1,0,1,1,0,,,,,,
420492,42,2020,9,8,3,19,47,13,0,1,2,2,3,3,1,4,1,0,0,16,40.29571111,-78.38206667,12,6,0,2,2,1,0,5,1,0,,,,,,
420493,42,2020,11,21,7,15,54,11,0,1,1,1,1,3,2,2,1,1,0,37,40.37355556,-75.90144167,52,0,0,1,1,3,0,1,98,0,,,,,,
420494,42,2020,11,20,6,20,36,33,6291,1,1,1,1,6,2,7,3,0,0,0,40.85145278,-78.265,1,0,0,2,3,1,0,2,1,0,,,,,,
420495,42,2020,8,26,4,5,49,107,0,1,2,2,2,3,1,4,1,0,0,218,40.64245833,-76.01769167,12,2,0,2,3,1,0,4,98,0,9,49,9,50,,
420496,42,2020,6,13,7,16,21,3,6600,3,1,1,3,6,2,7,4,0,0,0,40.46130556,-80.03163611,33,0,0,1,1,4,0,1,98,0,,,,,,
420497,42,2020,9,5,7,14,11,17,0,1,3,2,3,3,1,5,1,0,0,31,40.48670833,-75.27381389,12,6,0,2,2,1,0,1,1,0,14,12,14,21,15,25
420498,42,2020,11,18,4,15,46,69,8380,1,2,2,2,3,2,5,1,0,0,5,41.39590556,-75.70950278,12,7,0,1,1,1,0,1,98,0,15,48,15,50,16,19
420499,42,2020,11,12,5,6,47,91,0,1,1,1,1,4,2,7,2,0,0,0,40.30732778,-75.59926667,30,0,0,1,1,4,0,1,98,0,,,,,,
420500,42,2020,2,2,1,10,48,33,0,1,2,2,3,3,1,3,1,1,0,336,41.20616389,-78.57215278,12,6,0,1,1,1,0,1,4,0,,,,,,
420501,42,2020,11,8,1,18,1,73,0,1,2,2,2,3,1,4,1,0,0,53,40.910125,-80.26207222,12,6,0,8,1,1,0,2,1,0,18,5,18,11,,
420502,42,2020,11,8,1,13,0,1,0,1,1,1,2,3,1,5,1,0,8,52,39.96219167,-77.40287778,42,0,0,1,1,5,0,1,1,0,12,53,13,14,15,52
420503,42,2020,7,29,4,8,46,3,3013,1,1,1,1,3,2,4,1,0,0,24,40.55554722,-80.07921944,53,0,0,1,1,4,0,1,98,0,8,46,8,56,,
420504,42,2020,9,9,4,23,25,101,6540,1,1,1,1,3,2,3,1,1,0,26,39.97778056,-75.21344722,8,0,0,3,2,6,0,3,98,0,,,,,,
420505,42,2020,8,25,3,16,37,3,0,1,1,1,2,3,2,3,1,1,0,187,40.54486389,-79.83848889,24,0,1,3,4,4,0,1,10,0,16,37,16,45,17,32
420506,42,2020,9,9,4,5,15,79,0,1,2,2,3,1,1,1,1,1,0,1619,41.17980278,-75.93436667,12,1,0,1,1,1,0,2,98,0,5,8,5,23,5,41
420507,42,2020,7,18,7,12,55,115,0,1,1,1,2,2,1,5,99,0,0,15,41.66426667,-75.78174167,11,0,0,1,1,1,0,1,1,0,,,,,,
420508,42,2020,11,22,1,17,34,117,6290,1,1,1,2,3,1,4,1,0,0,135,41.97331667,-77.36906667,43,0,0,1,1,4,0,2,10,0,17,30,17,35,,
420509,42,2020,8,21,6,20,15,101,6540,1,2,2,2,3,2,3,1,1,0,33,39.95169167,-75.24905556,8,0,0,3,3,1,0,3,98,0,,,,,,
420510,42,2020,11,9,2,13,29,125,0,1,2,2,2,3,1,4,1,0,0,146,40.39524167,-80.2857,12,2,0,1,1,1,0,1,98,0,14,0,14,13,14,25
420511,42,2020,11,7,7,3,31,3,4720,1,2,2,2,3,2,3,1,1,0,2,40.47551111,-80.05824167,12,2,0,1,1,1,0,3,98,0,,,,,,
420512,42,2020,9,12,7,18,46,101,6540,1,2,2,2,3,2,3,1,1,0,35,40.05595556,-75.15920556,12,2,0,8,1,1,0,1,98,0,,,,,,
420513,42,2020,11,7,7,18,25,83,0,1,2,2,9,3,1,4,1,0,0,117,41.87764167,-78.57846111,12,2,0,2,4,1,0,2,98,0,,,,,,
420514,42,2020,9,12,7,1,52,11,0,1,2,2,3,3,1,4,1,0,0,91,40.37656667,-75.77891667,12,6,0,1,1,1,0,2,98,0,,,,,,
420515,42,2020,9,10,5,22,28,91,0,1,1,1,1,3,2,5,1,0,0,59,40.24454167,-75.47063056,24,0,0,1,1,4,0,2,98,0,,,,,,
420516,42,2020,11,25,4,20,23,87,4430,1,2,2,3,2,2,3,1,1,0,3,40.60779444,-77.56301667,12,1,0,2,2,1,0,3,98,0,20,24,20,27,20,46
420517,42,2020,9,17,5,8,16,79,0,1,2,2,2,4,1,7,2,0,0,0,41.39988889,-75.93296944,12,2,0,1,1,1,0,1,98,0,8,13,8,22,9,12
420518,42,2020,11,23,2,21,56,11,6900,1,1,1,1,2,2,2,1,1,0,185,40.32321944,-75.92844722,8,0,0,1,1,1,0,6,98,0,,,,,,
420519,42,2020,9,17,5,15,25,3,6600,1,1,1,1,6,2,7,4,0,0,0,40.44136667,-79.96345833,8,0,0,3,3,1,0,1,98,0,15,30,15,36,16,5
420520,42,2020,11,4,4,6,36,11,0,1,2,2,2,3,2,4,1,0,0,0,40.30710556,-75.87569167,12,2,1,2,4,1,0,4,98,0,0,,,,,
420521,42,2020,9,17,5,1,12,17,0,1,1,1,1,2,2,2,99,1,0,99,40.19521111,-74.83380556,9,0,0,1,1,1,4,2,98,0,1,12,1,21,,
420522,42,2020,9,15,3,19,52,79,0,1,1,1,1,3,2,5,1,0,0,55,41.17536944,-76.07025278,33,0,0,1,1,4,0,5,1,0,19,29,19,37,20,12
420523,42,2020,11,3,3,18,30,43,1910,1,1,1,1,6,1,7,3,0,0,0,40.36491944,-76.92814167,43,0,0,1,1,5,0,2,98,0,8,50,8,59,,
420524,42,2020,11,1,1,1,54,3,0,1,1,1,1,3,2,2,1,1,0,60,40.49629444,-79.91435833,33,0,0,1,1,3,0,3,98,0,1,50,2,0,2,20
420525,42,2020,10,30,6,8,40,127,0,1,2,2,2,3,1,4,1,0,0,204,41.48058056,-75.32278889,12,2,0,1,1,1,0,1,4,0,8,39,8,42,9,30
420526,42,2020,10,30,6,16,22,89,8475,1,2,2,2,1,2,1,1,1,0,12,41.08789444,-75.39541944,24,0,0,7,1,4,0,1,98,0,,,,,,
420527,42,2020,11,27,6,12,23,103,0,1,1,1,1,3,1,5,1,0,0,44,41.26589167,-74.90998333,35,0,0,1,1,4,0,1,1,0,12,38,12,47,,
420528,42,2020,10,27,3,6,32,13,0,1,1,1,1,1,1,1,1,1,0,146,40.25489722,-78.45816944,24,0,0,1,1,3,0,3,98,0,,,,,,
420529,42,2020,9,20,1,0,35,101,6540,1,1,1,1,3,2,3,1,1,0,27,39.9919,-75.13833056,8,0,0,3,2,1,0,3,98,0,0,35,0,42,1,6
420530,42,2020,9,18,6,23,26,101,6540,1,1,1,1,3,2,3,1,1,0,29,40.00538056,-75.10893056,8,0,0,1,1,7,0,3,98,0,23,26,23,36,23,55
420531,42,2020,10,26,2,19,18,133,0,1,1,1,1,3,1,4,1,0,0,542,40.13647778,-77.04249444,42,0,0,3,3,5,0,5,98,0,19,23,19,28,,
420532,42,2020,10,22,5,19,22,133,0,1,1,1,1,3,1,6,1,0,0,51,40.04193333,-76.61140833,35,0,0,1,1,4,0,6,98,0,19,23,19,37,,
420533,42,2020,9,20,1,1,18,95,0,1,1,1,1,5,1,7,3,0,0,0,40.76339167,-75.37985278,42,0,0,1,1,4,0,2,98,0,5,19,5,29,,
420534,42,2020,9,18,6,23,30,101,6540,1,2,2,2,1,2,1,1,1,0,304,40.03398611,-75.01992222,1,0,0,1,1,1,0,3,1,0,23,33,23,39,,
420535,42,2020,11,19,5,17,4,127,0,1,1,1,2,3,1,5,1,0,0,3,41.60246944,-75.14997778,42,0,0,1,1,4,0,3,98,0,17,5,17,20,18,1
420536,42,2020,9,22,3,8,15,17,0,1,3,3,5,3,2,4,1,0,0,50,40.17726944,-74.91460556,12,6,0,8,1,1,0,1,98,0,8,17,8,20,,
420537,42,2020,10,18,1,0,36,19,0,1,1,1,1,2,1,3,1,1,0,61,40.91850278,-80.07814167,1,0,0,1,1,3,0,2,98,0,0,33,0,47,,
420538,42,2020,10,17,7,3,30,107,0,2,1,1,2,2,1,4,1,0,0,123,40.63880278,-76.36228056,43,0,0,1,1,4,0,2,98,0,7,29,7,42,,
420539,42,2020,9,23,4,19,50,107,6790,1,1,1,1,3,2,3,1,1,0,159,40.69061944,-76.19587778,8,0,0,1,1,1,0,2,98,0,19,1,19,15,,
420540,42,2020,10,16,6,15,28,43,0,1,1,1,1,3,1,6,1,0,0,19,40.36060556,-76.88161111,30,0,0,1,1,4,0,1,1,0,15,25,,,,
420541,42,2020,9,26,7,21,35,101,6540,1,1,1,1,3,2,3,1,1,0,37,40.12251944,-75.01591111,8,0,0,1,1,1,0,3,98,0,,,,,,
420542,42,2020,9,26,7,6,44,71,0,1,2,2,2,3,2,4,1,0,0,223,40.13098333,-76.21710833,12,6,0,2,2,1,0,4,2,0,6,45,6,52,,
420543,42,2020,11,14,7,13,48,11,650,1,2,2,2,1,1,1,1,1,0,176,40.49491944,-76.20796944,12,1,0,1,1,1,0,1,98,0,,,,,,
420544,42,2020,9,27,1,23,47,17,0,1,1,1,1,3,2,3,1,1,0,115,40.12878056,-74.96678889,43,0,1,19,1,4,1,2,2,0,23,48,23,52,,
420545,42,2020,11,8,1,16,57,5,6360,1,1,1,1,3,1,4,1,0,0,154,41.09085556,-79.68812222,43,0,0,1,1,5,0,3,98,0,,,,,,
420546,42,2020,10,24,7,19,42,119,3396,1,2,2,2,2,2,3,1,1,0,163,41.10137778,-76.89263889,12,6,0,1,1,1,0,2,1,0,19,38,19,46,,
420547,42,2020,9,27,1,10,29,129,0,1,3,3,5,2,1,3,99,1,0,101,40.40286944,-79.52275278,12,1,0,3,2,1,0,1,1,0,,,,,,
420548,42,2020,9,25,6,15,55,49,0,1,1,1,1,2,1,4,99,0,0,126,42.01027778,-80.30153056,9,0,0,3,3,1,0,1,1,0,16,1,16,2,16,27
420549,42,2020,8,11,3,20,58,35,0,1,2,2,3,2,2,2,99,1,0,137,41.16895833,-77.33811667,12,7,0,1,1,1,0,2,98,0,20,58,21,21,,
420550,42,2020,5,18,2,0,42,79,0,1,1,1,3,3,1,6,1,0,0,15,41.37840833,-76.00146111,42,0,0,1,1,4,0,2,98,0,0,42,0,52,1,38
420551,42,2020,9,17,5,22,10,71,5610,1,1,1,1,3,2,4,1,0,0,54,40.03919444,-76.42913333,33,0,0,1,1,4,0,3,98,0,22,11,22,17,,
420552,42,2020,9,28,2,20,45,15,0,1,1,1,3,5,1,7,3,0,0,0,41.58431944,-76.528175,42,0,0,1,1,4,0,2,98,0,20,28,21,0,21,56
420553,42,2020,10,2,6,18,13,43,3500,2,2,2,3,1,2,1,1,1,0,672,40.30214167,-76.87821111,12,7,0,1,1,1,0,1,98,0,18,15,18,20,,
420554,42,2020,10,3,7,14,0,29,0,1,1,1,1,5,1,7,3,0,0,0,40.01360556,-75.48109444,9,0,0,2,3,1,0,1,98,0,,,,,,
420555,42,2020,10,4,1,0,10,29,0,1,1,1,1,3,1,6,1,0,0,36,39.88776111,-75.77179722,35,0,0,1,1,4,0,2,98,0,,,,,,
420556,42,2020,10,4,1,2,40,101,6540,1,1,1,1,3,2,4,1,0,0,12,40.01488333,-75.11807778,8,0,0,1,1,1,0,3,98,0,,,,,,
420557,42,2020,10,5,2,20,37,71,0,1,1,1,1,3,2,3,1,1,0,179,39.92795833,-76.25307778,24,0,0,1,1,4,0,3,98,0,20,42,20,50,,
420558,42,2020,10,5,2,19,38,101,6540,1,2,2,3,3,2,3,1,1,0,25,39.99656111,-75.09096667,12,6,0,8,1,1,0,3,98,0,,,,,,
420559,42,2020,10,7,4,18,48,133,9610,1,2,2,2,6,2,7,4,0,0,0,39.95547222,-76.73994167,12,6,0,2,3,1,0,1,98,0,18,50,18,53,19,8
420560,42,2020,10,7,4,14,50,17,0,1,2,2,4,3,2,4,1,0,0,23,40.12950278,-74.86844167,12,6,0,1,1,1,0,1,98,0,14,56,15,1,15,31
420561,42,2020,10,9,6,17,40,49,2640,1,2,2,2,6,2,7,4,0,0,0,42.12497778,-80.07152778,12,6,0,2,3,1,0,1,98,0,18,41,18,47,18,56
420562,42,2020,9,4,6,14,52,69,710,1,2,2,2,2,2,3,99,1,0,46,41.49398889,-75.59267222,12,6,0,8,1,1,0,1,98,0,14,53,14,59,15,23
420563,42,2020,12,21,2,16,8,7,0,1,2,2,3,3,2,4,1,0,0,31,40.59325,-80.27024444,12,2,0,1,1,1,0,1,98,0,16,21,16,37,,
420564,42,2020,10,2,6,11,0,17,0,1,2,2,2,3,2,3,1,1,0,115,40.42470833,-75.34764722,12,6,0,8,1,1,0,1,98,0,,,,,,
420565,42,2020,9,29,3,15,58,1,0,1,4,4,5,2,1,3,99,1,0,62,39.89375556,-77.35553333,12,6,0,2,2,1,0,1,2,0,15,55,16,8,,
420566,42,2020,11,24,3,1,30,91,8707,1,1,1,1,1,2,1,1,1,0,3310,40.06461111,-75.33039444,8,0,0,1,1,1,0,2,98,0,1,54,2,4,3,26
420567,42,2020,10,6,3,19,2,101,6540,1,4,4,6,3,2,2,1,1,0,13,40.09495833,-74.98126667,12,1,0,1,1,1,0,3,98,0,,,,,,
420568,42,2020,1,19,1,16,10,125,0,1,2,2,3,2,2,3,1,1,0,245,40.28409444,-80.12081667,12,6,0,2,3,1,0,5,10,0,16,11,16,15,16,49
420569,42,2020,10,9,6,21,39,101,6540,1,2,2,2,6,2,3,4,1,0,0,40.01652778,-75.20275833,25,0,0,1,1,3,0,3,98,0,21,27,,,23,29
420570,42,2020,12,10,5,11,26,133,0,1,1,1,1,3,1,6,1,0,0,17,40.04182222,-77.04551389,42,0,0,1,1,4,0,1,98,0,,,,,,
420571,42,2020,11,27,6,19,44,11,0,1,1,1,1,5,1,7,3,0,0,0,40.18391389,-75.80636944,42,0,0,1,1,4,0,2,98,0,,,,,,
420572,42,2020,10,12,2,14,56,27,0,1,2,2,2,2,1,3,99,1,0,220,40.78994722,-77.70748056,12,2,0,1,1,1,0,1,1,0,14,55,15,9,,
420573,42,2020,10,13,3,19,9,41,0,1,2,2,3,1,1,1,1,1,0,298,40.07110556,-77.46096667,12,1,0,1,1,1,1,2,98,0,,,,,,
420574,42,2020,7,31,6,20,26,63,0,1,1,1,1,3,1,5,1,0,0,30,40.70379722,-78.89854167,11,0,0,1,1,1,0,5,98,0,20,16,20,23,21,40
420575,42,2020,9,7,2,23,36,79,4280,1,1,1,1,3,2,4,1,0,0,34,41.24416667,-75.93374444,46,0,0,1,1,12,0,3,98,0,23,34,23,55,,
420576,42,2020,7,22,4,9,9,3,0,1,2,2,2,3,2,3,1,1,0,200,40.66412222,-79.93435833,12,2,0,3,2,1,0,1,98,0,,,,,,
420577,42,2020,11,30,2,13,2,89,0,1,2,2,2,3,2,4,1,0,0,156,41.12598333,-75.34746389,12,6,0,1,1,1,0,1,2,0,,,,,,
420578,42,2020,10,14,4,7,0,91,0,1,1,1,1,5,1,7,3,0,0,0,40.19528889,-75.21056389,8,0,0,2,3,1,0,4,98,0,7,0,7,9,7,40
420579,42,2020,10,16,6,2,10,101,6540,1,1,1,1,3,2,3,1,1,0,47,40.01791667,-75.06455556,30,0,0,1,1,4,0,3,98,0,,,,,,
420580,42,2020,10,15,5,17,11,15,0,1,2,2,3,3,1,4,1,0,0,51,41.66004167,-76.77013056,12,6,0,1,1,1,0,1,98,0,17,10,17,15,18,7
420581,42,2020,10,12,2,18,29,27,0,1,2,2,2,3,1,1,1,1,0,1602,40.94380556,-77.72513333,72,0,1,20,1,1,0,2,2,0,18,27,18,34,,
420582,42,2020,12,29,3,11,30,29,0,1,1,1,1,5,1,7,3,0,0,0,40.01425556,-75.47609444,42,0,0,1,1,4,0,1,98,0,11,35,11,41,,
420583,42,2020,12,23,4,17,26,91,6780,1,2,2,2,3,2,3,1,1,0,5,40.24971944,-75.661525,12,1,0,1,1,1,0,3,98,0,17,28,17,31,17,57
420584,42,2020,12,15,3,14,15,71,0,1,2,2,2,3,1,6,1,0,0,15,40.17128889,-76.12374722,12,6,0,2,2,1,0,1,98,0,14,17,14,26,15,5
420585,42,2020,10,21,4,3,52,41,0,1,1,1,1,2,2,3,99,1,0,279,40.23525,-77.08102778,8,0,0,3,2,1,0,3,10,0,3,54,3,57,,
420586,42,2020,11,23,2,10,24,79,0,1,1,1,1,2,2,3,1,1,0,215,41.22720556,-75.973975,8,0,0,1,1,1,0,1,10,0,10,23,10,29,10,39
420587,42,2020,10,21,4,5,32,103,0,1,1,1,1,3,1,6,1,0,0,168,41.43411667,-75.00214167,11,0,0,1,1,1,0,2,5,0,5,30,5,44,,
420588,42,2020,11,21,7,17,26,27,0,1,2,2,3,3,1,5,1,0,0,237,40.99195278,-77.86355833,12,6,0,1,1,1,0,2,1,0,,,,,,
420589,42,2020,10,21,4,8,48,29,0,1,1,1,1,2,2,2,99,1,0,101,40.00624167,-75.78586944,24,0,1,5,1,4,0,1,5,0,8,47,8,49,,
420590,42,2020,10,19,2,23,40,3,6600,1,2,2,2,1,2,1,1,1,0,12,40.45041389,-79.99778611,12,2,0,1,1,1,0,3,2,0,23,40,0,4,,
420591,42,2020,12,19,7,2,18,49,2640,1,1,1,1,3,2,3,1,1,0,262,42.13166667,-80.05831667,33,0,0,1,1,4,0,3,98,0,,,,,,
420592,42,2020,12,1,3,6,10,49,0,1,2,2,4,3,1,4,1,0,0,64,41.91991111,-80.34070278,12,2,0,1,1,1,0,2,4,0,,,,,,
420593,42,2020,11,2,2,19,39,17,0,1,1,1,1,2,2,3,99,0,0,66,40.18094167,-74.86840556,8,0,0,1,1,1,0,3,98,0,19,41,19,46,19,58
420594,42,2020,11,7,7,15,10,101,6540,1,1,1,1,3,2,3,1,1,0,5,39.91554444,-75.16145556,8,0,0,3,2,1,0,1,98,0,,,,,,
