st_case,veh_no,per_no,person_type,inj_sev,seat_pos,rest_use,air_bag,ejection,doa,make,car_year,model,body_class,min_veh_weight,max_veh_weight,fatal,num_occupants,deaths_in_vehicle,vehicle_age,fatals_crash,persons_total,HARM_EV,manner_collision,hour,ems_arrival_hour,drive_type_id,drive_train,overall_front_safetyrating,front_passenger_safetyrating,front_driver_safetyrating,rollover_risk,curb_weight,car_height,car_width,car_length
10386,4,2,2,0,13,3,20,0,0,FORD,2019,EXPEDITION,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,3,0,4,2,9,12,1,16,16,7,RWD,5,5,5,0.208,2435,1935,2029,5334
10386,4,3,2,0,21,3,20,0,0,FORD,2019,EXPEDITION,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,3,0,4,2,9,12,1,16,16,7,RWD,5,5,5,0.208,2435,1935,2029,5334
10388,1,1,1,4,11,20,1,0,0,HONDA,2002,ACCORD,Sedan/Saloon,11,11,1,1,1,21,1,4,12,2,5,6,NA,NA,NA,4.5,5,0,1395,1410,1786,4816
10388,2,1,1,2,11,3,1,0,0,CHEVROLET,2005,EXPRESS,Cargo Van,12,12,0,3,0,18,1,4,12,2,5,6,7,RWD,NA,5,5,0,2393,2073,2017,5382
10388,2,2,2,0,22,20,20,0,0,CHEVROLET,2005,EXPRESS,Cargo Van,12,12,0,3,0,18,1,4,12,2,5,6,7,RWD,NA,5,5,0,2393,2073,2017,5382
10388,2,3,2,2,13,20,1,0,0,CHEVROLET,2005,EXPRESS,Cargo Van,12,12,0,3,0,18,1,4,12,2,5,6,7,RWD,NA,5,5,0,2393,2073,2017,5382
10401,1,1,1,0,11,20,20,0,0,CHEVROLET,2006,SILVERADO,Pickup,13,13,0,1,0,17,1,1,8,0,19,20,2,4WD,NA,3,4,0.185,2322,1875,1994,5768
10402,1,1,1,4,11,3,1,0,7,JEEP,2014,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,NA,NA,NA,1,3,12,6,10,10,2,4WD,NA,NA,NA,0.279,1760,1801,1872,4173
10402,1,2,2,0,13,3,1,0,0,JEEP,2014,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,3,12,6,10,10,2,4WD,NA,NA,NA,0.279,1760,1801,1872,4173
10407,2,1,1,3,11,3,1,0,0,CHEVROLET,2006,SILVERADO,Pickup,12,12,0,1,0,17,1,2,12,2,13,13,2,4WD,NA,3,4,0.185,2322,1875,1994,5768
10414,1,1,1,4,11,3,20,0,0,LINCOLN,2007,MKX,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,16,1,3,12,1,13,NA,3,AWD,NA,4,5,0.14,1881,1715,1925,4737
10416,1,1,1,4,11,3,1,0,7,HONDA,1994,CIVIC,Hatchback/Liftback/Notchback,11,11,1,1,1,29,1,2,12,2,7,7,NA,NA,NA,3.5,3,0,1080,1350,1695,4395
10418,1,1,1,3,11,3,NA,0,0,JEEP,2007,PATRIOT,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,2,59,0,3,4,2,4WD,NA,5,4,0.164,1555,1666,1756,4409
10418,1,2,2,4,13,20,NA,2,7,JEEP,2007,PATRIOT,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,NA,NA,NA,1,2,59,0,3,4,2,4WD,NA,5,4,0.164,1555,1666,1756,4409
10424,2,1,1,4,11,20,1,0,7,PONTIAC,2004,SUNFIRE,Coupe,11,11,1,1,1,19,1,3,12,6,0,1,NA,NA,NA,4,4,0,1215,1372,1712,4572
10438,1,1,1,4,11,20,20,2,0,HONDA,2004,ACCORD,Coupe,11,11,1,1,1,19,1,1,42,0,10,11,NA,NA,NA,5,5,0,1415,1440,1811,4813
10440,1,1,1,0,11,3,20,0,0,INFINITI,2001,I30,Sedan/Saloon,11,11,0,1,0,22,1,1,8,0,19,19,NA,NA,NA,4,4,0,1525,1425,1770,4879
10447,1,1,1,2,11,3,NA,0,0,ACURA,2012,TSX,Sedan/Saloon,11,11,0,1,0,11,1,2,12,2,7,7,1,FWD,NA,NA,NA,0.099,1575,1440,1840,4705
10452,1,1,1,4,11,3,20,1,7,NISSAN,2000,MAXIMA,Sedan/Saloon,11,11,1,NA,NA,NA,1,1,42,0,20,20,NA,NA,NA,4,4,0,1472,1425,1786,4826
10461,2,1,1,4,11,3,NA,0,7,KIA,2018,RIO,Sedan/Saloon,11,11,1,1,1,5,1,3,12,1,18,18,1,FWD,NA,NA,NA,0,1180,1450,1725,4385
10462,1,1,1,0,11,3,20,0,0,JEEP,2020,CHEROKEE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,1,8,0,20,21,2,4WD,4,5,4,0.169,1779,1669,1859,4623
10468,2,1,1,0,11,3,20,0,0,CHEVROLET,2004,IMPALA,Sedan/Saloon,11,11,0,4,0,19,1,5,12,6,14,14,NA,NA,NA,5,5,0,1544,1448,1852,5080
10468,2,2,2,0,13,3,20,0,0,CHEVROLET,2004,IMPALA,Sedan/Saloon,11,11,0,4,0,19,1,5,12,6,14,14,NA,NA,NA,5,5,0,1544,1448,1852,5080
10468,2,3,2,0,22,10,20,0,0,CHEVROLET,2004,IMPALA,Sedan/Saloon,11,11,0,4,0,19,1,5,12,6,14,14,NA,NA,NA,5,5,0,1544,1448,1852,5080
10468,2,4,2,0,23,10,20,0,0,CHEVROLET,2004,IMPALA,Sedan/Saloon,11,11,0,4,0,19,1,5,12,6,14,14,NA,NA,NA,5,5,0,1544,1448,1852,5080
10471,2,1,1,0,11,3,1,0,0,FORD,2001,MUSTANG,Coupe,11,11,0,2,0,22,1,2,12,1,18,18,NA,NA,NA,5,5,0,1482,1346,1857,4653
10471,2,2,2,1,13,3,1,0,0,FORD,2001,MUSTANG,Coupe,11,11,0,2,0,22,1,2,12,1,18,18,NA,NA,NA,5,5,0,1482,1346,1857,4653
10482,1,1,1,4,11,3,1,0,7,DODGE,1994,SPIRIT,Sedan/Saloon,11,11,1,2,2,29,2,7,12,6,12,12,NA,NA,NA,3,4,0,1270,1350,1710,4660
10482,1,2,2,4,13,3,20,0,7,DODGE,1994,SPIRIT,Sedan/Saloon,11,11,1,2,2,29,2,7,12,6,12,12,NA,NA,NA,3,4,0,1270,1350,1710,4660
10490,1,1,1,0,11,3,20,0,0,HONDA,2000,ACCORD,Sedan/Saloon,11,11,0,1,0,23,1,1,8,0,21,NA,NA,NA,NA,4,4,0,1360,1440,1786,4764
10496,1,1,1,4,11,20,1,0,7,HONDA,1999,ACCORD,Sedan/Saloon,11,11,1,1,1,24,1,3,12,1,23,0,NA,NA,NA,4,4,0,1365,1400,1786,4765
10499,1,1,1,4,11,20,20,0,0,HONDA,2003,ACCORD,Coupe,11,11,1,1,1,20,1,2,12,6,13,13,NA,NA,NA,5,5,0,1390,1440,1760,4735
10500,1,1,1,4,11,3,20,1,7,FORD,2005,FOCUS,Sedan/Saloon,11,11,1,1,1,18,1,3,12,6,17,17,NA,NA,NA,4,4.5,0,1220,1440,1700,4318
10502,1,1,1,0,11,20,20,0,0,NISSAN,2002,FRONTIER,Pickup,11,11,0,NA,NA,NA,1,2,12,6,15,15,NA,NA,NA,4.5,4,0,1650,1715,1821,4961
10503,1,1,1,4,11,20,NA,0,7,FORD,2003,TAURUS,Sedan/Saloon,11,11,1,1,1,20,1,2,12,6,17,NA,NA,NA,NA,5,5,0,1506,1382,1854,5019
10506,2,1,1,0,11,3,20,0,0,CHEVROLET,2006,SILVERADO,Incomplete - Chassis Cab (Single Cab),13,13,0,1,0,17,1,5,12,8,12,12,2,4WD,NA,3,4,0.185,2322,1875,1994,5768
10518,1,1,1,4,11,20,1,1,7,HONDA,2002,ACCORD,Coupe,11,11,1,1,1,21,1,1,42,0,13,14,NA,NA,NA,4.5,5,0,1395,1410,1786,4816
10524,1,1,1,4,11,3,20,0,7,DODGE,2002,STRATUS,Sedan/Saloon,11,11,1,2,1,21,1,3,12,6,16,17,NA,NA,NA,4.5,4.5,0,1450,1394,1745,4859
10524,1,2,2,1,21,10,20,0,0,DODGE,2002,STRATUS,Sedan/Saloon,11,11,0,2,1,21,1,3,12,6,16,17,NA,NA,NA,4.5,4.5,0,1450,1394,1745,4859
10524,2,1,1,0,11,3,1,0,0,FORD,2006,F-150,Pickup,12,12,0,1,0,17,1,3,12,6,16,17,2,4WD,NA,5,5,0.198,2400,1950,2000,5830
10527,2,1,1,3,11,20,1,0,0,HONDA,2003,CIVIC,Sedan/Saloon,11,11,0,1,0,20,1,2,12,2,22,22,NA,NA,NA,5,5,0,1181,1430,1700,4435
10531,1,1,1,4,11,20,1,1,7,FORD,1998,CROWN VICTORIA,Sedan/Saloon,11,11,1,1,1,25,1,1,33,0,0,0,NA,NA,NA,5,5,0,1770,1445,1986,5385
10538,1,1,1,4,11,20,20,0,7,FORD,1990,TAURUS,Sedan/Saloon,11,11,1,2,2,33,2,2,30,0,9,9,NA,NA,NA,4,4,0,1370,1379,1786,4877
10538,1,2,2,4,13,20,20,0,7,FORD,1990,TAURUS,Sedan/Saloon,11,11,1,2,2,33,2,2,30,0,9,9,NA,NA,NA,4,4,0,1370,1379,1786,4877
10552,1,1,1,0,11,3,1,0,0,HYUNDAI,2003,SONATA,Sedan/Saloon,11,11,0,1,0,20,1,2,12,6,19,19,NA,NA,NA,4,4,0,1431,1420,1816,4745
10559,1,1,1,4,11,20,NA,0,7,HONDA,2001,CIVIC,Coupe,11,11,1,1,1,22,1,3,12,2,10,11,NA,NA,NA,5,5,0,1156,1435,1699,4435
10565,1,1,1,4,11,3,NA,0,7,JEEP,2003,LIBERTY,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,NA,NA,NA,1,5,12,6,14,14,7,RWD,NA,4,5,0,1574,1775,1819,4435
10565,1,2,2,3,13,3,20,0,0,JEEP,2003,LIBERTY,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,5,12,6,14,14,7,RWD,NA,4,5,0,1574,1775,1819,4435
10571,4,1,1,3,11,20,1,0,0,GMC,2008,YUKON,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,0,1,0,15,1,7,12,1,10,10,7,RWD,NA,5,5,0.228,2377,1953,2007,5131
10592,2,1,1,1,11,3,1,0,0,JEEP,2013,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,5,12,2,7,7,2,4WD,NA,NA,NA,0.279,1740,1842,1872,4173
10592,2,2,2,1,13,3,20,0,0,JEEP,2013,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,5,12,2,7,7,2,4WD,NA,NA,NA,0.279,1740,1842,1872,4173
10592,2,3,2,1,21,3,20,0,0,JEEP,2013,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,5,12,2,7,7,2,4WD,NA,NA,NA,0.279,1740,1842,1872,4173
10592,2,4,2,1,23,3,20,0,0,JEEP,2013,WRANGLER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,5,12,2,7,7,2,4WD,NA,NA,NA,0.279,1740,1842,1872,4173
10593,1,1,1,3,11,NA,NA,NA,0,FORD,2004,MUSTANG,Convertible/Cabriolet,11,11,0,2,1,19,1,3,12,6,21,22,NA,NA,NA,5,5,0,1483,1349,1824,4653
10593,1,2,2,4,13,NA,99,NA,7,FORD,2004,MUSTANG,Convertible/Cabriolet,11,11,1,2,1,19,1,3,12,6,21,22,NA,NA,NA,5,5,0,1483,1349,1824,4653
10597,1,1,1,4,11,3,1,0,7,FORD,1998,CONTOUR,Sedan/Saloon,11,11,1,1,1,25,1,2,12,6,10,10,NA,NA,NA,4,5,0,1270,1372,1755,4526
10599,2,1,1,2,11,3,1,0,0,BUICK,2003,LESABRE,Sedan/Saloon,11,11,0,NA,NA,NA,1,7,12,2,16,17,NA,NA,NA,5,4,0,1639,1433,1854,5146
10599,2,2,2,4,13,20,1,0,7,BUICK,2003,LESABRE,Sedan/Saloon,11,11,1,NA,NA,NA,1,7,12,2,16,17,NA,NA,NA,5,4,0,1639,1433,1854,5146
10599,2,3,2,1,21,11,20,0,0,BUICK,2003,LESABRE,Sedan/Saloon,11,11,0,NA,NA,NA,1,7,12,2,16,17,NA,NA,NA,5,4,0,1639,1433,1854,5146
10599,2,4,2,3,22,2,20,0,0,BUICK,2003,LESABRE,Sedan/Saloon,11,11,0,NA,NA,NA,1,7,12,2,16,17,NA,NA,NA,5,4,0,1639,1433,1854,5146
10599,2,5,2,2,23,11,20,0,0,BUICK,2003,LESABRE,Sedan/Saloon,11,11,0,NA,NA,NA,1,7,12,2,16,17,NA,NA,NA,5,4,0,1639,1433,1854,5146
10602,1,1,1,4,11,20,NA,1,0,ACURA,2005,TL,Sedan/Saloon,11,11,1,1,1,18,1,1,42,0,21,22,NA,NA,NA,5,5,0,1614,1445,1821,4760
10603,2,1,1,4,11,20,20,0,7,NISSAN,2002,ALTIMA,Sedan/Saloon,11,11,1,NA,NA,NA,1,2,12,6,23,23,NA,NA,NA,4,4,0,1375,1429,1786,4872
10612,1,1,1,4,11,3,1,0,7,PONTIAC,2002,BONNEVILLE,Sedan/Saloon,11,11,1,1,1,21,1,2,12,2,16,16,NA,NA,NA,5,4,0,1633,1430,1872,5160
10618,1,1,1,4,11,NA,1,1,7,JEEP,2018,WRANGLER JK,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,NA,NA,NA,1,1,33,0,0,0,2,4WD,NA,NA,NA,0.279,1980,1842,1872,4697
10621,1,1,1,4,11,3,NA,0,0,DODGE,2011,CHALLENGER,Coupe,11,11,1,1,1,12,1,1,42,0,14,14,4,RWD,NA,NA,NA,0.111,1739,1450,1923,5022
10622,1,1,1,4,11,NA,NA,0,7,BUICK,2020,ENCORE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,NA,NA,NA,1,2,14,0,15,NA,3,AWD,5,5,5,0.179,1525,1656,1775,4275
10622,1,2,2,2,13,NA,NA,2,0,BUICK,2020,ENCORE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,2,14,0,15,NA,3,AWD,5,5,5,0.179,1525,1656,1775,4275
10623,1,1,1,4,11,20,1,0,7,FORD,1998,TAURUS,Sedan/Saloon,11,11,1,1,1,25,1,2,12,2,12,12,NA,NA,NA,4,4,0,1474,1392,1854,5032
10647,1,1,1,4,11,3,20,0,7,CHEVROLET,2005,VENTURE,Minivan,11,11,1,2,1,18,1,2,1,0,17,NA,NA,NA,NA,4,4,0,1763,1760,1900,5085
10647,1,2,2,3,13,3,20,0,0,CHEVROLET,2005,VENTURE,Minivan,11,11,0,2,1,18,1,2,1,0,17,NA,NA,NA,NA,4,4,0,1763,1760,1900,5085
10648,1,1,1,4,11,3,1,0,0,NISSAN,2015,ALTIMA,Sedan/Saloon,11,11,1,NA,NA,NA,1,1,42,0,0,0,1,FWD,5,4,5,0.103,1450,1471,1831,4864
10650,1,1,1,3,11,NA,99,0,0,FORD,2005,TAURUS,Sedan/Saloon,11,11,0,1,0,18,1,2,12,2,18,19,NA,NA,NA,5,4,0,1526,1397,1854,5080
10650,2,1,1,4,11,20,1,0,7,FORD,2003,FOCUS,Wagon,11,11,1,1,1,20,1,2,12,2,18,19,NA,NA,NA,4,4.666666666666667,0,1200,1435,1700,4270
10666,1,1,1,4,11,3,20,0,7,HONDA,2004,ACCORD,Sedan/Saloon,11,11,1,1,1,19,1,1,42,0,20,21,NA,NA,NA,5,5,0,1415,1440,1811,4813
10669,2,1,1,4,11,20,NA,0,7,NISSAN,2015,ALTIMA,Sedan/Saloon,11,11,1,NA,NA,NA,2,4,12,2,18,NA,1,FWD,5,4,5,0.103,1450,1471,1831,4864
10669,2,2,2,3,13,3,NA,0,0,NISSAN,2015,ALTIMA,Sedan/Saloon,11,11,0,NA,NA,NA,2,4,12,2,18,NA,1,FWD,5,4,5,0.103,1450,1471,1831,4864
10669,2,3,2,3,23,3,NA,0,0,NISSAN,2015,ALTIMA,Sedan/Saloon,11,11,0,NA,NA,NA,2,4,12,2,18,NA,1,FWD,5,4,5,0.103,1450,1471,1831,4864
10676,1,1,1,4,11,20,20,2,7,HONDA,1998,ACCORD,Coupe,11,11,1,1,1,25,1,1,1,0,3,9,NA,NA,NA,4,4,0,1350,1410,1755,4795
10679,1,1,1,3,11,3,NA,0,0,FORD,2005,MUSTANG,Coupe,11,11,0,1,0,18,1,5,12,2,19,19,NA,NA,NA,5,5,0,1580,1410,1877,4775
10679,2,1,1,3,11,3,NA,0,0,CHRYSLER,2017,PACIFICA,Minivan,12,12,0,4,1,6,1,5,12,2,19,19,1,FWD,5,5,5,0.116,1966,1775,2022,5177
10679,2,2,2,3,13,3,NA,0,0,CHRYSLER,2017,PACIFICA,Minivan,12,12,0,4,1,6,1,5,12,2,19,19,1,FWD,5,5,5,0.116,1966,1775,2022,5177
10679,2,3,2,4,21,10,20,0,0,CHRYSLER,2017,PACIFICA,Minivan,12,12,1,4,1,6,1,5,12,2,19,19,1,FWD,5,5,5,0.116,1966,1775,2022,5177
10679,2,4,2,3,23,10,20,0,0,CHRYSLER,2017,PACIFICA,Minivan,12,12,0,4,1,6,1,5,12,2,19,19,1,FWD,5,5,5,0.116,1966,1775,2022,5177
10686,1,1,1,4,11,20,1,0,7,DODGE,2019,DURANGO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,12,1,1,1,4,1,4,12,6,15,16,24,NA,4,4,3,0.198,2157,1801,1925,5100
10686,2,1,1,0,11,3,2,0,0,DODGE,2013,CHALLENGER,Coupe,11,11,0,2,0,10,1,4,12,6,15,16,4,RWD,5,5,5,0.111,1739,1450,1923,5022
10686,2,2,2,0,13,3,2,0,0,DODGE,2013,CHALLENGER,Coupe,11,11,0,2,0,10,1,4,12,6,15,16,4,RWD,5,5,5,0.111,1739,1450,1923,5022
10688,1,1,1,3,11,20,20,0,0,HONDA,2002,ACCORD,Sedan/Saloon,11,11,0,2,1,21,1,2,52,0,13,14,NA,NA,NA,4.5,5,0,1395,1410,1786,4816
10688,1,2,2,4,13,20,2,0,7,HONDA,2002,ACCORD,Sedan/Saloon,11,11,1,2,1,21,1,2,52,0,13,14,NA,NA,NA,4.5,5,0,1395,1410,1786,4816
10690,1,1,1,4,11,3,2,0,7,LINCOLN,2004,LS,Sedan/Saloon,11,11,1,1,1,19,1,1,52,0,13,13,NA,NA,NA,4,5,0,1679,1422,1834,4930
10691,1,1,1,4,11,20,1,0,7,FORD,1998,EXPLORER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,25,1,2,12,1,14,14,NA,NA,NA,4,4,0,1890,1700,1788,4785
10691,2,1,1,0,11,3,20,0,0,CHRYSLER,2012,200,Sedan/Saloon,11,11,0,1,0,11,1,2,12,1,14,14,1,FWD,4,3,4,0.0555,1575,1483,1842,4864
10701,1,1,1,3,11,3,1,0,0,BUICK,2000,LESABRE,Sedan/Saloon,11,11,0,NA,NA,NA,1,3,30,0,15,15,NA,NA,NA,5,5,0,1629,1448,1867,5080
10701,1,2,2,3,13,3,1,0,0,BUICK,2000,LESABRE,Sedan/Saloon,11,11,0,NA,NA,NA,1,3,30,0,15,15,NA,NA,NA,5,5,0,1629,1448,1867,5080
10701,1,3,2,4,23,3,20,0,0,BUICK,2000,LESABRE,Sedan/Saloon,11,11,1,NA,NA,NA,1,3,30,0,15,15,NA,NA,NA,5,5,0,1629,1448,1867,5080
10702,1,1,1,4,11,20,20,0,7,PONTIAC,2003,GRAND PRIX,Sedan/Saloon,11,11,1,2,1,20,1,2,30,0,18,18,NA,NA,NA,4,4,0,1560,1412,1847,4983
10702,1,2,2,1,13,NA,20,0,0,PONTIAC,2003,GRAND PRIX,Sedan/Saloon,11,11,0,2,1,20,1,2,30,0,18,18,NA,NA,NA,4,4,0,1560,1412,1847,4983
10710,1,1,1,4,11,20,1,1,7,FORD,1999,MUSTANG,Coupe,11,11,1,1,1,24,1,1,1,0,5,6,NA,NA,NA,4,4,0,1458,1354,1826,4653
10722,1,1,1,4,11,20,20,0,7,MERCURY,1998,GRAND MARQUIS,Sedan/Saloon,11,11,1,2,2,25,2,3,12,6,20,20,NA,NA,NA,5,5,0,1780,1445,1968,5395
10722,1,2,2,4,13,3,20,0,7,MERCURY,1998,GRAND MARQUIS,Sedan/Saloon,11,11,1,2,2,25,2,3,12,6,20,20,NA,NA,NA,5,5,0,1780,1445,1968,5395
10730,1,1,1,4,11,20,1,1,7,MAZDA,2002,PROTEGE,Hatchback/Liftback/Notchback,11,11,1,2,2,21,2,3,12,1,15,15,NA,NA,NA,4,5,0,1144,1415,1704,4351
10730,1,2,2,4,13,20,1,0,7,MAZDA,2002,PROTEGE,Hatchback/Liftback/Notchback,11,11,1,2,2,21,2,3,12,1,15,15,NA,NA,NA,4,5,0,1144,1415,1704,4351
10732,1,1,1,4,11,20,NA,0,7,NISSAN,2015,ALTIMA,Sedan/Saloon,11,11,1,NA,NA,NA,1,3,32,0,0,0,1,FWD,5,4,5,0.103,1450,1471,1831,4864
10732,1,2,2,3,13,20,NA,0,0,NISSAN,2015,ALTIMA,Sedan/Saloon,11,11,0,NA,NA,NA,1,3,32,0,0,0,1,FWD,5,4,5,0.103,1450,1471,1831,4864
10732,1,3,2,3,21,20,NA,0,0,NISSAN,2015,ALTIMA,Sedan/Saloon,11,11,0,NA,NA,NA,1,3,32,0,0,0,1,FWD,5,4,5,0.103,1450,1471,1831,4864
10733,1,1,1,4,11,3,1,0,7,BUICK,2005,LACROSSE,Sedan/Saloon,11,11,1,NA,NA,NA,1,1,43,0,4,4,NA,NA,NA,5,5,0,1580,1455,1852,5031
10734,1,1,1,4,11,20,20,0,7,CHEVROLET,2006,SILVERADO,Pickup,12,12,1,1,1,17,1,2,12,6,2,2,2,4WD,NA,3,4,0.185,2322,1875,1994,5768
10736,2,1,1,3,11,3,NA,0,0,FORD,2003,TAURUS,Sedan/Saloon,11,11,0,3,0,20,1,6,12,2,13,14,NA,NA,NA,5,5,0,1506,1382,1854,5019
10736,2,2,2,0,13,3,NA,0,0,FORD,2003,TAURUS,Sedan/Saloon,11,11,0,3,0,20,1,6,12,2,13,14,NA,NA,NA,5,5,0,1506,1382,1854,5019
10736,2,3,2,0,23,10,20,0,0,FORD,2003,TAURUS,Sedan/Saloon,11,11,0,3,0,20,1,6,12,2,13,14,NA,NA,NA,5,5,0,1506,1382,1854,5019
10737,1,1,1,4,11,NA,1,0,0,OLDSMOBILE,1995,CUTLASS CIERA,Sedan/Saloon,11,11,1,1,1,28,1,3,12,6,8,8,NA,NA,NA,4,4,0,1451,1390,1755,4775
10738,1,1,1,4,11,20,99,1,7,MERCURY,2004,GRAND MARQUIS,Sedan/Saloon,11,11,1,1,1,19,1,1,1,0,3,3,NA,NA,NA,5,5,0,1780,1433,1989,5385
10740,2,1,1,4,11,3,1,0,0,FORD,2004,TAURUS,Sedan/Saloon,11,11,1,1,1,19,1,2,12,2,12,12,NA,NA,NA,5,4,0,1515,1407,1854,5080
10749,1,1,1,4,11,3,1,0,0,HONDA,1994,ACCORD,Sedan/Saloon,11,11,1,1,1,29,1,3,12,6,18,18,NA,NA,NA,3,4,0,1295,1379,1720,4678
10751,2,1,1,4,11,3,NA,0,7,FORD,2001,FOCUS,Sedan/Saloon,11,11,1,2,1,22,1,3,12,2,15,16,NA,NA,NA,4.5,4.5,0,1152,1430,1699,4173
10751,2,2,2,3,13,3,NA,0,0,FORD,2001,FOCUS,Sedan/Saloon,11,11,0,2,1,22,1,3,12,2,15,16,NA,NA,NA,4.5,4.5,0,1152,1430,1699,4173
10752,1,1,1,4,11,20,1,0,7,CHEVROLET,2005,IMPALA,Sedan/Saloon,11,11,1,1,1,18,1,1,33,0,22,22,NA,NA,NA,5,5,0,1578,1433,1854,5080
10756,2,1,1,0,11,3,20,0,0,DODGE,2010,AVENGER,Sedan/Saloon,11,11,0,1,0,13,1,2,12,1,20,20,1,FWD,NA,5,5,0,1565,1497,1824,4869
10757,1,1,1,4,11,20,20,1,7,HYUNDAI,2009,SANTA FE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,1,1,14,1,1,38,0,13,13,3,AWD,NA,5,5,0.169,1859,1725,1890,4679
10766,1,1,1,2,11,20,20,0,0,FORD,1998,EXPLORER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,7,1,25,1,7,59,0,19,NA,NA,NA,NA,4,4,0,1890,1700,1788,4785
10766,1,2,2,1,12,3,20,0,0,FORD,1998,EXPLORER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,7,1,25,1,7,59,0,19,NA,NA,NA,NA,4,4,0,1890,1700,1788,4785
10766,1,3,2,1,13,20,20,0,0,FORD,1998,EXPLORER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,7,1,25,1,7,59,0,19,NA,NA,NA,NA,4,4,0,1890,1700,1788,4785
10766,1,4,2,4,21,20,20,1,0,FORD,1998,EXPLORER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,1,7,1,25,1,7,59,0,19,NA,NA,NA,NA,4,4,0,1890,1700,1788,4785
10766,1,5,2,1,22,20,20,0,0,FORD,1998,EXPLORER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,7,1,25,1,7,59,0,19,NA,NA,NA,NA,4,4,0,1890,1700,1788,4785
10766,1,6,2,1,23,20,20,0,0,FORD,1998,EXPLORER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,7,1,25,1,7,59,0,19,NA,NA,NA,NA,4,4,0,1890,1700,1788,4785
10766,1,7,2,1,31,20,20,0,0,FORD,1998,EXPLORER,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,7,1,25,1,7,59,0,19,NA,NA,NA,NA,4,4,0,1890,1700,1788,4785
10768,1,1,1,4,11,3,1,0,7,MERCURY,2003,SABLE,Sedan/Saloon,11,11,1,1,1,20,1,1,42,0,12,12,NA,NA,NA,5,5,0,1506,1435,1854,5080
10769,2,1,1,3,11,3,1,0,0,JEEP,2004,LIBERTY,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),11,11,0,NA,NA,NA,1,2,12,2,15,16,7,RWD,NA,4,5,0.219,1720,1786,1819,4430
10772,1,1,1,3,11,3,1,0,0,CHEVROLET,1996,MONTE CARLO,Coupe,11,11,0,1,0,27,1,2,12,2,6,6,NA,NA,NA,4,4,0,1505,1397,1849,5090
10772,2,1,1,4,11,3,20,0,0,DODGE,2015,DART,Sedan/Saloon,11,11,1,1,1,8,1,2,12,2,6,6,1,FWD,5,4,5,0.107,1447,1466,1821,4671
10774,1,1,1,4,11,20,1,2,7,TOYOTA,1995,COROLLA,Sedan/Saloon,11,11,1,1,1,28,1,1,53,0,10,10,NA,NA,NA,4,4,0,1040,1380,1685,4315
10783,1,1,1,2,11,3,20,0,0,BUICK,2004,LESABRE,Sedan/Saloon,11,11,0,NA,NA,NA,1,5,12,2,21,21,NA,NA,NA,5,4,0,1635,1438,1867,5080
