YEAR,STATE,ST_CASE,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_WEATHER,A_LT,A_MC,A_SPCRA,A_PED,A_PED_F,A_PEDAL,A_PEDAL_F,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY,A_WRONGWAY,BIA,SPJ_INDIAN,INDIAN_RES,CENSUS_2020_TRACT_FIPS,TRACT
2020,12,122916,1,1,4,2,2,1,1,5,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12099004010,1
2020,12,122917,1,1,4,2,2,1,2,4,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,12103027308,1
2020,12,122918,1,1,4,2,2,3,2,5,2,1,1,1,1,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,12099007835,1
2020,12,122919,1,1,4,2,2,1,2,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,12105012002,1
2020,12,122920,1,1,4,3,3,1,2,7,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12011060605,1
2020,12,122921,1,1,4,2,2,1,1,5,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12086001104,1
2020,12,122922,1,1,4,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,12057010702,1
2020,12,122923,1,1,4,1,2,4,1,6,1,1,1,1,1,13,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,1,2,2,0,0,0,12055960503,1
2020,12,122924,1,1,4,2,2,3,1,4,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,12069030806,1
2020,12,122925,1,1,4,2,2,1,1,4,1,4,1,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,2,1,2,2,2,2,2,0,0,0,12103024410,1
2020,12,122926,1,1,4,2,2,1,1,6,1,4,1,2,2,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,1,1,2,2,1,2,2,0,0,0,12057010821,1
2020,12,122927,1,1,4,2,2,1,1,4,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,1,2,2,0,0,0,12057000602,1
2020,12,122928,1,1,4,2,2,1,1,3,1,1,2,2,3,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,2,0,0,0,12071000305,1
2020,12,122929,1,1,4,2,2,1,2,6,3,1,1,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,12103024907,1
2020,12,122930,1,1,4,2,2,1,1,6,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12117021608,1
2020,12,122931,1,1,4,2,2,1,1,3,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,12099007614,1
2020,12,122932,1,1,4,2,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,12099004702,1
2020,12,122933,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,12011030601,1
2020,12,122934,1,1,4,1,2,1,1,6,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,2,0,0,0,12086014100,1
2020,12,122935,1,1,4,2,2,1,1,6,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,12086000411,1
2020,12,122936,1,1,4,2,2,1,1,3,1,1,2,2,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,12069031315,1
2020,12,122937,1,1,4,2,2,1,1,4,1,4,2,2,3,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,2,0,0,0,12011042302,1
2020,12,122938,1,1,4,2,2,4,2,5,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,1,2,2,0,0,0,12083001401,1
2020,12,122939,1,1,4,2,2,1,1,4,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12127091015,1
2020,12,122940,1,1,4,2,2,1,1,3,1,4,1,1,3,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,12099003102,1
2020,12,122941,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12001000600,1
2020,12,122942,1,1,4,1,2,4,2,5,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12127083003,1
2020,12,122943,1,1,4,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,0,0,0,12071020802,1
2020,12,122944,1,1,4,2,2,1,1,5,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,12071050210,1
2020,12,122945,1,1,4,2,1,3,2,1,2,1,2,2,3,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,0,0,0,12097040806,1
2020,12,122946,1,1,4,2,2,1,1,4,1,4,1,1,2,13,2,1,1,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,1,2,2,0,0,0,12053041006,1
2020,12,122947,2,1,4,1,2,2,2,3,2,1,1,2,1,13,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,0,0,0,12007000400,1
2020,12,122948,2,1,4,2,2,3,2,3,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,12017451002,1
2020,12,122949,1,1,4,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,12103024512,1
2020,12,122950,1,1,4,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12103024908,1
2020,12,122951,1,1,4,2,2,1,2,5,3,4,2,1,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,12095016804,1
2020,12,122952,1,1,4,2,2,1,1,5,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,1,2,2,2,0,0,0,12101031013,1
2020,12,122953,1,1,4,1,1,1,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12109020904,1
2020,12,122955,1,1,4,1,2,1,2,3,2,3,2,2,2,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12101033101,1
2020,12,122956,1,1,4,2,2,1,1,3,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,12127082801,1
2020,12,122957,1,1,4,2,2,4,2,5,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,12083000707,1
2020,12,122958,1,1,4,2,2,3,2,4,2,1,2,2,1,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12021010401,1
2020,12,122959,1,1,4,2,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12057012108,1
2020,12,122960,1,1,4,2,2,1,2,2,2,2,1,1,3,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,12031014424,1
2020,12,122961,1,1,4,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12057011206,1
2020,12,122962,1,1,4,2,2,1,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,12086008423,1
2020,12,122963,1,1,4,2,2,4,2,3,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12099004902,1
2020,12,122964,1,1,4,2,2,1,1,3,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12099005937,1
2020,12,122965,1,1,4,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,2,0,0,0,12087971900,1
2020,12,122966,1,1,4,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,12103024512,1
2020,12,122967,1,1,4,2,2,1,2,4,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,12085001301,1
2020,12,122968,1,1,4,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12121970100,1
2020,12,122969,1,1,4,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12103024603,1
2020,12,122970,2,1,4,1,2,1,1,3,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12131950501,1
2020,12,122971,1,1,4,2,2,1,1,3,1,2,2,2,3,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,0,0,0,12095016605,1
2020,12,122973,1,1,4,2,2,1,1,3,1,4,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,12015020402,1
2020,12,122974,2,1,4,1,2,4,2,6,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12133970302,1
2020,12,122975,1,1,4,2,2,1,2,3,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2,1,2,2,0,0,0,12071020502,1
2020,12,122976,1,1,4,1,1,3,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12081001916,1
2020,12,122977,1,1,4,2,2,1,2,3,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12091023100,1
2020,12,122978,1,1,4,2,1,1,2,1,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,0,0,0,12115002716,1
2020,12,122979,1,1,4,2,2,1,2,4,2,1,1,2,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,12095016902,1
2020,12,122980,1,1,4,2,2,1,2,3,3,4,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,12083000302,1
2020,12,122981,1,1,4,2,2,1,1,6,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,12086001004,1
2020,12,122982,1,1,4,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12101030601,1
2020,12,122983,1,1,4,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,12095014301,1
2020,12,122984,1,1,4,2,2,1,2,6,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,12086000605,1
2020,12,122985,1,1,4,2,2,4,2,5,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12099005413,1
2020,12,122986,1,1,4,2,2,4,1,3,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12011110323,1
2020,12,122987,1,1,4,2,2,1,2,5,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12127091031,1
2020,12,122988,1,1,4,2,1,2,2,1,2,1,2,1,2,13,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12015020104,1
2020,12,122989,1,1,4,1,2,1,2,6,3,4,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12039020600,1
2020,12,122990,1,1,4,1,2,4,2,5,2,1,2,2,1,13,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,2,0,0,0,12107951000,1
2020,12,122991,1,1,4,2,2,1,1,3,1,4,1,1,2,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12101030202,1
2020,12,122992,1,1,4,2,2,2,2,5,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,3,1,1,1,1,2,2,1,1,1,2,2,2,0,0,0,12001000700,1
2020,12,122993,1,1,4,2,2,4,2,4,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,0,0,0,12081000105,1
2020,12,122994,1,1,4,1,2,1,1,5,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12001001802,1
2020,12,122995,1,1,4,2,2,1,2,6,3,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12053041004,1
2020,12,122996,1,1,4,2,2,1,1,5,1,4,2,2,3,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,0,0,0,12083001210,1
2020,12,122997,1,1,4,2,2,1,2,3,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,1,1,2,2,0,0,0,12091022900,1
2020,12,122998,1,1,4,2,2,1,1,4,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12105014804,1
2020,12,122999,1,1,4,2,2,1,1,3,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12083002001,1
2020,12,123000,1,1,4,2,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,12011030702,1
2020,12,123001,1,1,4,2,2,4,2,6,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12115001404,1
2020,12,123002,1,1,4,2,2,4,2,4,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12086001103,1
2020,12,123003,1,1,4,2,2,1,2,5,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12115000503,1
2020,12,123004,1,1,4,2,2,4,2,4,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12127090807,1
2020,12,123005,1,1,4,2,2,1,1,3,1,4,2,1,3,1,1,2,2,2,2,2,2,2,2,3,2,2,1,1,1,2,1,2,2,2,2,2,0,0,0,12093910300,1
2020,12,123006,2,1,4,2,2,1,1,3,1,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,12099004300,1
2020,12,123007,1,1,4,2,2,4,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12001000700,1
2020,12,123008,1,1,4,2,2,1,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12099001916,1
2020,12,123009,1,1,4,2,2,1,1,3,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,12105012209,1
2020,12,123011,1,1,4,1,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,0,0,0,12107951300,1
2020,12,123012,1,1,4,1,2,1,2,3,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12089050403,1
2020,12,123013,1,1,4,1,2,1,2,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,12109021102,1
2020,12,123014,1,1,4,2,2,1,1,3,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12115002507,1
2020,12,123015,1,1,4,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12033002601,1
2020,12,123016,1,1,4,2,2,1,1,3,1,2,1,1,2,13,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,1,1,2,2,2,2,2,0,0,0,12057010816,1
2020,12,123017,1,1,4,2,2,1,1,6,1,4,1,1,2,13,2,1,1,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,2,0,0,0,12057001002,1
2020,12,123018,1,1,4,2,2,1,1,3,1,4,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12086000215,1
2020,12,123019,1,1,4,2,2,1,1,3,1,5,1,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,12015021003,1
2020,12,123020,1,1,4,2,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,12099005957,1
2020,12,123021,1,1,4,2,2,1,1,3,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12086000402,1
2020,12,123023,1,1,4,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,1,2,2,0,0,0,12095016907,1
2020,12,123024,1,1,4,2,2,1,2,3,2,2,1,1,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12069031324,1
2020,12,123025,1,1,4,2,2,1,1,4,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,3,1,1,1,1,2,2,1,2,2,2,2,2,0,0,0,12095016738,1
2020,12,123026,1,1,4,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,12103025602,1
2020,12,123027,1,1,4,2,2,4,1,6,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,12081001104,1
2020,12,123028,1,1,4,2,2,1,2,2,2,2,2,1,2,13,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,2,0,0,0,12095016902,1
2020,12,123029,1,1,4,2,2,1,2,4,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12005002609,1
2020,12,123030,1,1,4,2,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,12033002900,1
2020,12,123031,1,1,4,2,2,4,1,5,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12115001301,1
2020,12,123032,1,1,4,1,2,4,1,3,1,1,3,3,1,6,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12075970101,1
2020,12,123033,1,1,4,2,2,3,2,4,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12011070204,1
2020,12,123034,1,1,4,2,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12011040901,1
2020,12,123035,1,1,4,2,2,4,1,6,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0,12081000201,1
2020,12,123036,1,1,4,2,2,4,2,3,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12099003802,1
2020,12,123037,1,1,4,2,2,4,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12011020502,1
2020,12,123038,1,1,4,2,2,4,2,2,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12086011409,1
2020,12,123039,1,1,4,2,2,1,1,3,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,12081001604,1
2020,12,123040,1,1,4,2,2,4,1,6,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12086013600,1
2020,12,123041,1,1,4,2,2,1,2,5,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12033003611,1
2020,12,123042,1,1,4,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,12011110100,1
2020,12,123043,1,1,4,2,2,1,1,4,1,4,2,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,12099004402,1
2020,12,123044,1,1,4,2,2,1,1,4,1,4,1,1,3,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,12053040901,1
2020,12,123045,1,1,4,2,2,1,1,3,1,3,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12127080300,1
2020,12,123046,1,1,4,2,2,1,2,2,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,12031015501,1
2020,12,123047,1,1,4,2,2,1,1,4,1,7,2,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,1,2,2,2,0,0,0,12086008806,1
2020,12,123048,1,1,4,2,2,1,1,3,1,3,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12111381900,1
2020,12,123049,1,1,4,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12051000404,1
2020,12,123050,1,1,4,2,2,1,2,4,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12021010423,1
2020,12,123051,1,1,4,2,2,1,1,3,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,12011060404,1
2020,12,123052,1,1,4,2,2,1,2,3,2,2,2,1,3,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,,0
2020,12,123053,1,1,4,2,2,4,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12086018801,1
2020,12,123054,1,1,4,2,2,1,2,4,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12086016000,1
2020,12,123055,1,1,4,2,2,1,1,3,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,12103024904,1
2020,12,123056,1,1,4,2,2,1,1,5,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12103028602,1
2020,12,123057,1,1,4,2,2,1,1,4,1,4,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,12103024412,1
2020,12,123058,1,1,4,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,12019030903,1
2020,12,123059,1,1,4,2,2,1,2,4,2,1,2,1,3,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,12113010707,1
2020,12,123060,1,1,4,2,2,1,1,3,1,1,2,2,3,1,2,2,2,1,1,2,2,2,2,3,2,2,1,1,2,2,1,2,1,2,2,2,0,0,0,12081000811,1
2020,12,123061,2,1,4,2,2,1,1,3,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,12011020320,1
2020,12,123062,1,1,4,2,2,1,1,5,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12011061100,1
2020,12,123063,1,1,4,2,2,1,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,0,0,0,12086008423,1
2020,12,123064,1,1,4,1,2,1,2,3,2,4,1,1,3,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,12097043802,1
2020,12,123065,1,1,4,1,2,1,2,3,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,0,0,0,12105012502,1
2020,12,123066,1,1,4,2,2,1,1,4,1,3,2,1,2,13,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,12127090806,1
