st_case,fatals_crash,persons_total,HARM_EV,manner_collision,hour,ems_arrival_hour
40022,1,1,43,0,21,21
40023,1,2,46,0,2,2
40024,1,2,12,6,12,12
40025,1,8,12,8,11,12
40026,1,2,12,6,14,14
40027,2,6,12,2,15,15
40028,1,1,24,0,6,6
40029,1,3,12,2,16,
40030,1,1,24,0,7,8
40031,1,2,12,2,20,21
40032,2,3,1,0,20,22
40033,2,5,42,0,16,16
40034,1,1,8,0,20,
40035,1,1,33,0,22,23
40036,1,1,41,0,13,13
40037,1,2,8,0,2,3
40038,1,1,8,0,14,14
40039,1,3,12,1,18,18
40040,1,1,42,0,6,6
40041,1,2,1,0,22,23
40042,1,2,12,1,8,8
40043,1,1,33,0,0,0
40044,1,1,38,0,16,16
40045,1,3,12,2,15,15
40046,1,1,7,0,17,17
40047,1,3,12,7,5,5
40048,3,5,44,0,15,15
40049,1,2,1,0,15,15
40050,1,1,8,0,21,21
40051,1,2,12,6,4,4
40052,1,1,1,0,17,17
40053,1,6,12,2,11,12
40054,1,3,12,8,12,12
40055,1,3,12,1,15,15
40056,1,2,1,0,14,15
40057,1,1,8,0,19,
40058,1,1,8,0,21,21
40059,1,1,8,0,19,19
40060,1,1,8,0,21,22
40061,1,2,33,0,2,2
40062,1,2,12,2,23,23
40063,1,2,12,2,3,3
40064,1,2,12,2,16,15
40065,1,3,12,6,11,11
40066,1,2,5,0,17,17
40067,2,4,12,6,22,22
40068,1,4,12,6,11,
40069,1,1,9,0,18,18
40070,1,1,33,0,13,
40071,1,1,38,0,19,19
40072,1,2,12,6,19,19
40073,1,2,12,6,15,15
40074,1,2,1,0,20,
40075,1,1,8,0,20,20
40076,2,6,1,0,16,17
40077,1,1,24,0,17,17
40078,1,1,38,0,18,19
40079,1,1,30,0,20,
40080,1,4,1,0,6,7
40081,1,2,12,2,8,8
40082,1,1,1,0,9,10
40083,1,3,1,0,16,16
40084,1,1,8,0,16,
40085,1,1,1,0,23,0
40086,1,2,12,2,22,
40087,1,2,12,2,9,
40088,1,1,8,0,19,
40089,1,1,99,99,,
40090,1,1,8,0,5,5
40091,1,1,9,0,17,
40092,1,4,1,0,,
40093,1,2,15,0,18,18
40094,1,6,12,7,11,11
40095,1,1,99,98,16,
40096,1,3,8,0,21,21
40097,1,2,8,0,3,4
40098,1,2,99,99,22,
40099,1,3,12,6,0,0
40100,1,2,30,0,12,12
40101,1,2,12,6,15,15
40102,1,1,8,0,19,
40103,1,1,8,0,,
40104,1,1,8,0,5,6
40105,1,1,39,0,16,16
40106,1,1,8,0,6,
40107,1,0,8,0,14,14
40108,1,2,12,6,18,18
40109,1,1,9,0,12,13
40110,1,1,8,0,22,22
40111,1,1,9,0,19,
40112,1,2,12,6,23,23
40113,1,2,12,6,13,
40114,1,1,8,0,6,
40115,1,1,8,0,20,
40116,1,2,12,6,6,
40117,1,2,1,0,9,9
40118,1,5,12,1,18,18
40119,1,2,33,0,18,18
40120,1,1,25,0,19,19
40121,3,4,12,2,21,22
40122,1,2,12,6,5,6
40123,1,4,12,7,14,14
40124,1,3,12,1,13,
40125,1,8,12,7,23,23
40126,1,3,12,6,11,11
40127,1,1,8,0,2,2
40128,3,7,12,2,3,3
40129,1,2,1,0,22,22
40130,1,6,12,7,1,1
40131,1,1,7,0,16,16
40132,1,1,7,0,13,
40133,1,2,12,6,6,6
40134,1,3,12,2,18,18
40135,1,4,12,6,18,19
40136,1,1,35,0,20,20
40137,1,1,8,0,6,6
40138,1,4,12,1,23,23
40139,1,2,12,2,17,17
40140,3,9,18,0,22,22
40141,1,2,8,0,23,23
40142,1,6,35,0,12,13
40143,1,2,12,6,18,17
40144,1,1,1,0,13,12
40145,1,2,12,7,4,4
40146,1,4,12,6,13,
40147,1,1,8,0,19,19
40148,1,1,8,0,20,20
40149,1,2,12,6,6,6
40150,1,1,33,0,15,
40151,1,4,12,6,16,
40152,1,2,99,99,,
40153,1,1,8,0,15,15
40154,1,5,35,0,15,15
40155,1,2,12,6,12,12
40156,1,3,12,2,16,
40157,1,2,1,0,4,
40158,1,1,8,0,5,5
40159,1,2,12,99,,
40161,1,3,12,6,19,19
40162,1,1,8,0,20,20
40163,1,1,8,0,,
40164,1,1,35,0,11,
40165,1,3,12,6,12,12
40166,1,1,8,0,20,
40168,1,3,12,6,17,18
40169,1,2,12,6,14,
40170,1,1,99,99,,
40171,1,2,12,6,13,14
40172,1,4,12,6,14,15
40173,1,1,33,0,18,
40174,1,1,30,0,8,
40175,1,2,12,2,11,11
40176,1,2,9,0,18,18
40177,1,2,1,0,9,10
40178,1,2,43,0,11,12
40179,1,1,1,0,11,11
40180,2,6,12,1,14,14
40181,1,4,12,6,19,19
40183,1,1,1,0,17,17
40184,1,4,12,6,17,17
40185,1,3,24,0,12,
40186,1,1,35,0,21,20
40187,1,1,8,0,19,17
40188,2,3,1,0,19,19
40189,1,3,54,11,15,15
40190,1,2,12,2,16,17
40191,1,1,14,0,0,0
40192,1,1,8,0,8,8
40193,1,1,30,0,19,19
40194,1,8,1,0,2,2
40195,1,2,12,2,13,13
40196,1,1,1,0,8,9
40197,1,1,1,0,17,20
40198,1,1,35,0,9,9
40199,1,1,24,0,2,2
40200,1,2,35,0,11,11
40201,1,1,7,0,13,13
40202,1,1,8,0,19,19
40203,1,2,12,8,12,12
40204,1,2,12,7,15,15
40205,1,2,8,0,10,11
40206,1,1,8,0,17,17
40207,1,3,12,6,11,
40208,1,2,33,0,2,2
40209,1,1,9,0,22,22
40210,1,3,44,0,23,23
40211,1,4,12,1,5,5
40212,1,1,39,0,15,15
40213,1,1,33,0,21,21
40214,1,1,23,0,13,13
40215,1,2,1,0,22,23
40216,1,3,12,6,11,
40217,2,5,12,7,22,23
40218,1,2,12,6,21,
40219,1,1,9,0,5,6
40220,1,1,14,0,1,2
40221,1,2,12,2,22,
40222,1,2,12,99,15,
40223,1,2,99,99,,
40224,1,1,33,0,16,16
40225,1,1,8,0,4,5
40226,1,1,9,0,13,13
40227,1,2,12,1,4,4
40228,1,4,1,0,4,5
40229,1,4,1,0,12,12
40230,1,4,7,0,19,
40231,1,3,14,0,21,22
40232,1,1,25,0,12,12
40233,1,6,12,8,13,13
40234,1,2,20,0,14,14
40235,1,2,12,1,23,23
40236,1,3,12,2,5,
40237,1,2,12,6,18,18
40238,1,8,12,8,8,8
40239,1,2,34,0,11,11
40240,1,3,12,2,22,22
40241,1,3,12,6,10,10
40242,1,7,12,1,14,15
40243,1,5,12,8,15,16
40244,1,3,12,6,18,18
40245,1,1,8,0,21,21
40246,1,3,12,6,19,19
40247,1,2,12,6,20,20
40248,1,2,12,2,6,7
40249,1,4,12,2,16,16
40250,1,2,24,0,18,18
40251,1,2,9,0,13,
40252,1,2,12,1,16,17
40253,1,2,8,0,20,21
40254,1,4,12,6,22,
40255,1,1,8,0,1,
40256,1,3,12,8,12,12
40257,1,5,12,6,14,14
40258,1,3,12,1,3,4
40259,1,1,59,0,12,12
40260,1,1,8,0,20,
40261,1,1,14,0,4,4
40262,2,4,33,0,9,9
40263,1,3,12,8,3,4
40264,1,2,9,0,4,4
40265,1,1,35,0,10,10
40266,1,1,8,0,20,20
40267,2,2,1,0,1,2
40268,1,4,43,0,14,15
40269,1,4,12,6,19,19
40270,4,8,12,2,8,8
40271,1,1,8,0,17,
40272,1,1,8,0,0,1
40273,1,1,99,99,14,
40274,1,1,8,0,6,6
40275,1,2,33,0,15,16
40276,1,2,8,0,6,
40277,1,2,12,6,17,17
40278,2,7,12,6,12,
40279,2,2,44,0,22,
40280,1,1,33,0,9,9
40281,1,1,43,0,18,18
40282,1,4,12,6,20,20
40283,1,1,8,0,23,23
40284,1,5,12,6,17,17
40285,1,1,8,0,17,17
40286,1,3,12,6,16,16
40287,1,2,99,99,17,17
40288,1,3,8,0,22,22
40289,1,1,24,0,23,23
40290,1,1,35,0,7,7
40291,1,1,5,0,11,11
40292,1,1,8,0,5,5
40293,1,2,1,0,11,11
40294,1,1,43,0,16,16
40295,1,1,8,0,21,21
40296,1,1,33,0,7,7
40297,1,1,24,0,23,
40298,1,1,8,0,7,8
40299,1,2,12,6,4,4
40300,1,1,24,0,20,
40301,1,1,33,0,6,6
40302,1,3,8,0,12,12
40303,1,1,8,0,19,
40304,1,1,8,0,23,23
40305,1,1,33,0,22,22
40306,1,1,8,0,0,0
40307,3,5,1,0,19,19
40308,1,1,1,0,5,6
40309,1,1,35,0,12,13
40310,1,4,12,2,16,16
40311,2,3,12,2,20,21
40312,1,2,12,6,9,9
40313,1,1,8,0,20,20
40314,1,2,8,0,21,21
40315,1,1,25,0,6,6
40316,1,2,12,2,1,1
40317,1,3,8,0,16,
40318,1,2,12,1,14,14
40319,1,1,8,0,21,
40320,1,3,12,1,12,12
40321,1,1,14,0,5,5
40322,1,2,24,0,9,9
40323,1,2,12,6,18,18
40324,1,4,12,2,20,20
40325,1,1,8,0,21,
40326,1,2,12,6,13,13
40327,1,1,1,0,10,10
40328,1,1,7,0,17,
40329,1,1,7,0,18,18
40330,2,4,12,2,16,16
40331,1,1,8,0,20,
40332,1,1,38,0,0,0
40333,1,1,9,0,7,7
40334,1,2,8,0,1,2
40335,1,2,12,1,2,3
40336,1,1,30,0,23,0
40337,1,2,12,1,10,10
40338,1,2,12,1,21,21
40339,1,2,12,6,18,18
40340,1,1,15,0,4,4
40341,1,1,35,0,15,16
40342,1,6,12,6,11,
40343,2,2,33,0,17,17
40344,1,2,44,0,12,
40345,1,4,39,0,2,2
40346,1,2,12,2,7,8
40347,1,1,59,0,15,15
40348,1,2,15,0,10,10
40349,1,3,12,2,11,12
40350,1,2,12,2,8,8
40351,1,1,25,0,20,20
40352,1,2,1,0,17,17
40353,1,2,12,7,22,22
40354,1,1,1,0,0,0
40355,1,5,12,6,11,11
40356,1,1,42,0,19,19
40357,1,1,8,0,11,11
40358,2,3,12,6,2,2
40359,1,2,8,0,21,21
40360,1,4,12,2,12,12
40361,1,5,12,6,21,
40362,1,2,5,0,13,13
40363,1,3,12,2,21,21
40364,1,1,1,0,0,0
40365,2,1,9,0,19,
40366,1,2,12,6,11,12
40367,2,3,45,0,13,13
40368,1,5,12,7,9,9
40369,1,1,1,0,9,9
40370,1,3,12,6,16,17
40371,1,4,12,6,15,15
40372,1,2,8,0,1,1
40373,1,1,8,0,22,22
40374,1,2,12,1,10,10
40375,1,1,1,0,1,1
40376,1,2,12,6,21,21
40377,1,1,24,0,8,9
40378,1,2,33,0,7,
40379,1,3,8,0,3,
40380,1,4,24,0,0,1
40381,1,5,12,8,16,16
40382,1,2,12,2,21,21
40383,1,1,24,0,9,9
40384,1,1,1,0,14,15
40385,1,2,12,6,19,19
40386,1,2,12,6,12,
40387,1,2,12,6,10,10
40388,1,1,8,0,3,
40389,1,3,12,1,23,0
40390,1,2,12,6,6,6
40391,1,1,18,0,12,13
40392,1,1,9,0,22,
40393,1,2,99,99,0,
40394,1,1,41,0,6,6
40395,1,1,8,0,,
40396,2,3,12,6,22,
40397,1,3,12,6,16,16
40398,1,2,12,1,18,
40399,1,0,8,0,,
40400,1,1,33,0,7,7
40401,1,3,12,6,21,
40402,1,1,99,99,18,
40403,1,1,8,0,17,
40404,1,1,15,0,22,
40405,1,8,12,2,21,21
40406,1,1,1,0,22,22
40407,1,1,14,0,21,21
40408,1,1,1,0,8,8
40409,1,1,8,0,2,3
40410,1,5,1,0,19,
40412,1,1,8,0,2,2
40413,1,1,33,0,14,14
40414,1,1,8,0,17,17
40415,1,1,7,0,18,18
40416,1,7,12,1,18,19
40417,1,1,8,0,20,20
40418,1,1,8,0,,20
40419,1,3,12,6,8,
40420,1,2,9,0,19,19
40421,1,1,8,0,1,1
40422,1,2,33,0,14,14
40423,2,4,8,0,20,20
40424,1,2,8,0,5,
40425,1,1,30,0,18,18
40426,1,1,8,0,20,
40427,1,1,9,0,7,8
40428,1,3,12,6,16,
40429,1,6,12,6,13,13
40430,1,6,12,7,10,10
40431,1,2,12,2,21,21
40432,2,2,12,6,18,18
40433,1,1,33,0,16,16
40434,1,2,8,0,21,21
40435,1,2,12,6,15,15
40436,1,2,12,99,,
40437,1,1,8,0,4,
40438,1,1,1,0,14,
40439,1,1,99,99,23,
40440,1,2,9,0,23,
40441,1,2,9,0,9,9
40442,1,5,12,6,11,
40443,1,1,8,0,20,20
40444,1,4,12,6,11,11
40446,1,1,1,0,20,
40447,1,1,99,99,22,
40448,1,1,8,0,,
40449,1,2,15,0,21,21
40450,1,2,9,0,22,22
40451,1,1,8,0,4,4
40452,1,1,99,99,,
40453,1,1,17,0,3,
40454,1,1,9,0,7,
40455,1,2,8,0,1,1
40456,1,1,34,0,20,20
40457,2,3,44,0,16,17
40458,1,4,12,6,11,11
40459,1,1,33,0,12,13
40460,1,3,12,6,5,5
40461,2,1,8,0,12,12
40462,2,5,12,1,20,21
40463,1,1,24,0,6,6
40464,1,2,12,1,7,7
40465,1,1,35,0,12,13
40466,1,1,33,0,23,23
40467,1,2,12,2,11,11
40468,1,3,12,7,6,6
40469,1,1,8,0,20,20
40470,1,1,8,0,6,6
40471,1,3,12,2,13,13
40472,1,1,8,0,1,2
40473,1,3,12,6,7,
40474,1,1,58,0,0,0
40475,1,2,12,6,5,5
40476,1,1,1,0,2,3
40477,1,2,9,0,21,22
40478,1,2,12,1,23,23
40479,1,1,35,0,4,4
40480,1,2,12,2,6,6
40481,1,3,12,6,12,12
40482,1,1,8,0,3,3
40483,1,5,12,6,13,13
40484,1,2,12,1,14,14
40485,1,3,1,0,1,1
40486,1,1,38,0,1,1
40487,1,3,12,8,5,5
40488,1,1,8,0,23,
40489,1,1,31,0,8,
40490,1,3,12,6,7,7
40491,1,1,33,0,12,12
40492,1,1,35,0,15,15
40493,1,1,8,0,16,16
40494,1,3,12,1,19,20
40495,1,2,59,0,12,13
40496,1,2,1,0,20,20
40497,1,2,12,6,9,9
40498,1,11,12,7,20,20
40499,1,8,12,1,21,21
40500,1,6,12,7,21,22
40501,1,2,12,6,23,
40502,1,2,12,1,3,3
40503,1,2,12,6,11,11
40504,1,2,1,0,13,
40505,1,1,8,0,19,19
40506,1,2,12,6,20,20
40507,1,1,1,0,12,12
40508,1,4,8,0,20,20
40509,1,1,38,0,11,11
40510,1,1,8,0,19,18
40511,1,1,17,0,0,0
40512,1,2,12,6,7,7
40513,1,2,12,6,19,19
40514,1,1,99,99,23,
40515,1,5,12,6,5,
40516,1,3,99,99,19,
40517,1,2,12,2,7,
40518,1,1,15,0,,
40519,1,2,12,99,10,
40520,1,3,8,0,19,19
40521,1,1,8,0,7,7
40522,1,1,30,0,20,20
40523,1,1,39,0,3,3
40524,2,4,12,6,13,
40525,1,1,58,0,23,
40526,1,2,12,6,4,
40527,1,1,33,0,20,
40528,1,3,12,6,11,11
40529,1,3,12,6,15,15
40530,1,1,33,0,17,17
40531,1,1,8,0,10,10
40532,1,1,43,0,13,13
40533,1,1,33,0,8,8
40534,1,1,30,0,20,
40535,1,2,12,2,8,8
40536,1,1,1,0,12,12
40537,2,5,12,2,12,13
40538,1,1,8,0,19,20
40539,1,1,8,0,23,23
40540,1,3,14,0,21,
40541,1,2,12,2,14,14
40542,1,3,12,6,0,0
40543,1,1,38,0,7,7
40544,1,2,59,0,9,9
40545,1,2,12,1,7,7
40546,1,2,1,0,13,13
40547,1,2,1,0,23,0
40548,1,2,12,1,4,4
40549,1,2,12,2,16,16
40550,1,2,12,6,20,20
40551,1,2,1,0,20,20
40552,1,5,11,0,20,21
40553,1,1,1,0,2,3
40554,1,4,12,7,13,13
40555,1,1,41,0,23,0
40556,1,3,1,0,6,6
40557,1,2,12,6,10,10
40558,1,1,24,0,13,14
40559,1,1,30,0,23,23
40560,1,7,12,2,9,9
40561,1,1,41,0,17,17
40562,1,2,38,0,18,18
40563,1,2,12,1,21,21
40564,1,1,59,0,2,3
40565,1,2,12,2,11,11
40566,1,3,12,8,18,18
40567,1,1,8,0,18,18
40568,1,4,12,1,20,20
40569,1,1,8,0,23,
40570,3,4,12,2,8,9
40571,2,4,12,6,22,23
40572,1,2,12,1,23,23
40573,1,1,25,0,20,20
40574,1,1,41,0,16,16
40575,1,3,12,6,20,20
40576,1,1,43,0,23,
40577,1,1,1,0,5,5
40578,1,1,38,0,12,12
40579,1,1,38,0,16,16
40580,1,3,12,8,13,13
40581,1,1,8,0,20,
40582,1,1,8,0,4,4
40583,1,1,8,0,6,6
40584,1,1,8,0,18,18
40585,1,2,12,1,8,8
40586,1,1,8,0,16,16
40587,1,3,12,6,18,18
40589,1,4,44,0,11,
40590,1,1,8,0,22,22
40591,1,2,12,2,6,
40592,1,2,12,6,12,
40593,1,7,12,8,15,
40594,1,5,12,7,7,7
40595,1,2,8,0,21,21
40596,3,3,12,1,17,17
40597,2,3,12,6,13,13
40598,1,2,12,1,20,20
40599,1,1,8,0,18,18
40600,1,1,33,0,21,
40601,2,2,33,0,10,10
40602,2,2,12,2,17,17
40603,1,2,12,6,20,20
40604,1,2,5,0,20,20
40605,1,2,33,0,21,21
40606,1,2,1,0,10,10
40607,1,1,33,0,18,18
40608,1,3,8,0,21,22
40609,1,3,12,8,13,13
40610,1,2,12,6,19,
40611,1,1,39,0,22,22
40612,1,1,35,0,6,7
40613,1,1,15,0,1,1
40614,1,3,12,1,15,15
40615,1,3,12,1,19,19
40616,1,1,8,0,20,20
40617,1,1,59,0,11,11
40618,1,2,12,2,20,20
40619,1,5,12,6,18,18
40620,1,4,12,1,14,14
40621,1,1,1,0,16,16
40622,1,3,12,6,22,22
40623,1,1,33,0,2,
40624,1,2,12,6,10,10
40625,1,2,12,2,0,0
40626,2,6,12,1,23,
40627,1,1,35,0,23,23
40628,1,1,43,0,4,
40629,1,1,35,0,12,12
40630,1,2,12,6,13,13
40632,1,2,8,0,23,23
40633,1,2,12,2,3,3
40634,1,2,12,6,7,7
40635,2,4,12,7,12,12
40636,1,4,12,1,13,13
40637,1,1,39,0,17,17
40638,1,3,12,8,18,18
40639,1,3,8,0,18,18
40640,1,1,8,0,20,20
40641,1,1,1,0,12,13
40642,1,2,8,0,22,22
40643,1,2,14,0,11,11
40644,1,1,1,0,13,13
40645,1,4,12,2,15,15
40646,2,3,14,0,13,14
40647,1,5,18,0,16,17
40648,1,2,99,99,21,
40649,1,1,1,0,14,
40650,1,1,8,0,,
40651,1,2,35,0,16,16
40652,1,1,33,0,19,
40653,1,1,8,0,3,
40654,1,1,99,99,,
40655,1,3,12,6,20,20
40656,1,2,1,0,22,
40657,1,1,1,0,22,
40659,4,4,99,99,21,
40660,1,1,1,0,17,
40661,1,1,8,0,18,18
40662,1,2,12,6,19,19
40663,1,1,8,0,4,4
40664,1,1,99,99,19,
40665,2,2,99,99,5,
40666,1,4,33,0,20,20
40667,1,1,8,0,21,
40668,1,2,33,0,22,22
40669,1,4,12,8,0,0
40670,1,2,12,6,13,13
40671,1,1,8,0,2,
40672,1,3,12,8,4,
40673,1,2,12,6,19,19
40674,1,1,9,0,16,16
40675,1,1,8,0,18,19
40676,1,2,12,6,16,
40677,1,1,42,0,19,
40678,1,2,1,0,11,11
40679,1,2,12,1,22,
40680,1,1,8,0,21,21
40681,1,3,12,6,9,
40682,1,1,1,0,5,5
40683,1,4,15,0,0,0
40684,1,8,12,6,23,23
40685,1,2,12,2,4,4
40686,1,1,42,0,16,17
40687,1,1,9,0,9,
40688,1,4,12,2,18,
40689,1,1,39,0,13,
40690,1,3,12,1,11,11
40691,1,2,12,6,19,
40692,1,2,8,0,20,20
40693,1,1,18,0,11,11
40694,1,1,99,99,19,19
40695,1,1,1,0,3,
40696,1,1,33,0,6,6
40697,1,2,12,6,9,9
40698,2,5,12,8,15,16
40699,1,6,12,6,11,11
40700,1,3,33,0,2,
40701,1,2,14,0,8,8
40702,1,2,12,2,11,11
40703,1,1,8,0,9,9
40704,1,3,12,6,9,9
40705,1,3,12,6,14,14
40706,1,1,8,0,20,20
40707,1,2,12,2,9,
40708,1,1,30,0,14,14
40709,1,1,8,0,4,5
40710,2,5,12,2,4,4
40711,1,2,12,2,12,12
40712,1,1,74,0,17,17
40713,1,1,8,0,1,0
40714,1,1,41,0,4,4
40715,1,1,1,0,20,20
40716,1,1,8,0,21,21
40717,2,3,12,1,15,15
40718,1,2,9,0,19,19
40719,1,2,12,6,21,21
40720,1,2,12,2,10,10
40721,1,2,12,2,2,2
40722,1,1,9,0,13,13
40723,1,3,12,2,21,
40724,1,3,12,2,19,20
40725,2,6,12,1,23,
40726,1,1,8,0,17,
40727,1,1,15,0,6,6
40728,1,1,1,0,17,18
40729,1,1,8,0,19,19
40730,1,2,8,0,21,21
40731,1,1,8,0,6,6
40732,1,1,9,0,6,6
40733,2,2,12,1,11,12
40734,1,1,9,0,11,12
40735,1,2,12,2,17,17
40736,1,2,12,6,8,9
40737,1,3,8,0,10,10
40738,1,3,12,6,21,
40739,2,5,12,1,13,14
40740,1,5,12,2,13,
40741,1,1,8,0,18,18
40742,1,2,8,0,21,21
40743,1,2,12,6,6,6
40744,1,1,30,0,23,23
40745,1,1,1,0,10,10
40746,1,2,9,0,10,10
40747,1,1,38,0,18,18
40748,2,2,12,6,18,18
40749,1,1,8,0,18,18
40750,1,1,14,0,18,18
40751,1,6,12,6,9,10
40752,1,3,12,8,13,13
40753,2,2,38,0,15,15
40754,1,1,8,0,1,2
40755,1,3,12,2,9,9
40756,1,2,58,0,2,
40757,1,3,12,6,17,17
40758,1,8,12,1,19,19
40759,1,2,12,1,15,15
40760,1,1,43,0,17,17
40761,1,1,8,0,14,
40762,1,4,5,0,16,
40763,1,6,12,6,11,12
40764,1,1,8,0,23,0
40765,1,2,99,99,6,
40766,1,1,1,0,20,
40767,1,1,8,0,23,
40768,1,1,8,0,21,
40769,1,1,99,99,20,
40770,1,3,12,1,22,
40771,1,2,99,99,,
40772,1,2,1,0,,
40773,1,3,12,6,18,18
40774,1,3,12,2,16,
40775,1,1,8,0,21,
40776,1,2,12,7,6,6
40777,1,1,8,0,22,
40778,1,3,12,6,22,
40779,1,1,8,0,,
40780,2,2,12,2,10,
40781,1,1,34,0,14,14
40782,2,9,12,8,5,6
40783,2,3,12,2,15,15
40784,1,3,12,6,18,19
40785,2,4,12,6,16,16
40786,1,1,38,0,20,
40787,1,2,12,6,21,21
40788,1,2,12,6,15,15
40789,1,2,9,0,5,5
40790,1,1,9,0,8,8
40791,1,2,12,2,19,
40792,1,2,12,6,11,
40793,1,3,9,0,23,23
40794,1,1,21,0,18,18
40795,1,11,12,2,18,18
40796,2,6,12,1,20,20
40797,1,1,8,0,9,9
40798,1,2,12,1,12,13
40799,1,9,1,0,5,6
40800,1,1,8,0,19,
40801,1,2,12,1,23,23
40802,1,1,33,0,12,12
40803,1,1,1,0,13,13
40804,1,2,12,2,19,19
40805,1,2,8,0,19,19
40806,3,5,1,0,21,21
40807,1,2,14,0,2,2
40808,1,3,1,0,11,12
40809,2,5,12,6,15,15
40810,1,2,8,0,18,
40811,1,1,24,0,15,16
40812,1,1,1,0,1,1
40813,1,4,12,1,19,19
40814,1,2,12,2,6,6
40815,1,3,12,6,16,16
40816,1,1,33,0,21,
40817,1,1,33,0,1,1
40818,2,2,59,0,3,3
40819,1,1,5,0,15,16
40820,2,2,12,6,17,17
40821,1,1,1,0,21,21
40822,1,3,12,7,12,12
40823,1,1,33,0,16,16
40824,1,2,1,0,20,20
40825,1,3,12,6,15,15
40826,2,4,12,8,17,17
40827,1,1,38,0,22,
40828,2,4,12,6,18,19
40829,1,3,12,6,19,
40830,1,1,8,0,2,3
40831,1,3,12,1,9,9
40832,1,1,8,0,19,
40833,1,11,12,2,18,19
40834,1,1,8,0,19,20
40835,1,2,8,0,0,1
40836,1,1,33,0,5,
40837,2,5,33,0,15,15
40838,1,1,8,0,19,19
40839,1,7,12,6,16,
40840,1,1,1,0,5,5
40841,1,2,1,0,22,22
40842,1,1,33,0,18,19
40843,1,1,9,0,8,8
40844,1,2,45,0,12,13
40845,1,7,12,1,13,14
40846,1,1,8,0,18,18
40847,1,3,33,0,1,
40848,1,2,12,7,12,13
40849,1,3,12,2,2,2
40850,1,3,12,7,10,10
40851,1,1,33,0,18,18
40852,1,1,8,0,17,17
40853,1,3,35,0,23,
40854,1,1,33,0,3,
40855,1,1,8,0,19,
40856,1,2,12,6,19,
40857,1,1,99,99,16,
40858,1,3,12,6,15,15
40859,1,3,14,0,23,23
40860,1,1,99,99,8,
40861,1,1,8,0,,
40862,2,3,12,99,23,
40863,1,2,12,2,0,
40864,1,2,8,0,19,
40865,1,2,12,6,10,
40866,1,1,99,99,,
40867,1,1,8,0,19,
40868,1,3,12,6,13,13
40869,1,1,8,0,20,
40870,1,2,12,6,21,
40871,1,6,12,6,16,
40872,1,2,12,6,5,
40873,1,3,8,0,23,23
40874,1,4,42,0,20,
40875,1,1,99,99,15,
40876,1,1,15,0,19,19
40877,1,4,12,6,23,
40878,1,1,99,99,13,
40879,1,3,9,0,20,
40880,1,1,8,0,8,
40881,1,2,12,2,7,
40882,1,1,46,0,5,
40883,1,1,8,0,2,
40884,1,1,5,0,0,0
40885,1,1,8,0,10,
40886,1,1,99,99,20,
40887,1,2,1,0,21,21
40888,1,4,12,2,21,21
40889,1,2,35,0,21,
40890,1,1,8,0,21,22
40891,1,1,8,0,,
40892,1,1,31,0,22,
40893,1,2,8,0,18,
40894,1,2,8,0,19,
40895,1,1,8,0,15,15
40896,1,3,12,6,19,
40897,1,1,8,0,0,
40898,1,2,12,6,3,3
40899,1,1,8,0,22,
40900,1,3,12,99,,
40901,1,1,8,0,18,
40902,1,4,12,6,21,
40903,1,1,99,99,,
40904,1,2,12,6,15,15
40905,1,1,8,0,5,5
40906,1,1,9,0,13,
40907,1,3,12,6,18,18
40908,1,1,8,0,2,
40909,1,4,12,8,8,
40910,1,1,15,0,19,20
40911,1,1,30,0,13,
40912,1,1,33,0,12,
40913,1,3,12,6,14,
40914,1,1,99,99,22,
40915,1,1,8,0,12,
40916,1,4,33,0,19,
40917,1,1,8,0,2,2
40918,1,1,99,99,19,
40919,1,1,32,0,12,
40920,1,1,99,99,3,
40921,3,3,34,0,3,
40922,1,2,12,6,18,18
40923,1,1,8,0,6,
40924,1,7,12,6,17,
40925,1,1,8,0,21,21
40926,1,1,8,0,18,18
40927,1,1,8,0,1,
40928,2,6,12,6,4,
40929,1,2,12,6,11,11
40930,1,5,12,6,7,7
40931,1,1,8,0,,
40932,2,3,12,6,11,
40933,3,4,12,1,21,
40934,1,4,12,6,21,
40935,1,2,99,99,11,
40936,1,3,12,6,22,
40937,1,2,8,0,19,
40938,1,2,12,6,5,
40939,1,4,12,6,15,15
40940,1,4,15,0,21,22
40941,1,2,12,2,17,18
40942,1,1,8,0,18,18
40943,1,7,12,1,18,18
40944,1,1,8,0,19,
40945,1,2,33,0,18,19
40946,1,1,33,0,20,21
40947,1,1,33,0,1,
40948,1,3,33,0,17,
40949,1,2,24,0,3,4
40950,1,1,31,0,0,
40951,1,2,12,6,15,
40952,1,7,12,8,18,
40953,1,1,8,0,4,
40954,1,3,12,6,19,19
40955,1,1,8,0,15,15
40956,1,1,8,0,20,
40957,1,2,12,6,17,18
40958,1,2,8,0,0,0
40959,1,2,1,0,13,
40960,1,8,8,0,18,18
40961,1,2,12,6,14,
40962,1,7,12,1,21,
40963,1,2,12,1,7,7
40964,1,2,12,6,1,
40965,1,1,99,99,,
40966,1,2,5,0,23,23
40967,1,1,8,0,,
40968,1,1,99,99,20,
40969,1,1,8,0,17,
40970,1,2,99,99,,
40971,1,1,99,99,,
40972,1,1,33,0,23,10
40974,1,1,11,0,18,
40975,1,4,12,6,16,
50001,1,3,12,2,15,16
50002,1,3,32,0,2,2
50003,1,4,12,1,17,17
50004,1,4,12,6,18,18
50005,1,1,32,0,7,7
